Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SN-ITSM-00015,ServiceNow,ITSM,Incident,Operations,Request -> Fulfillment -> Validation -> Closure,Regression,Reopen Operations ServiceNow Incident,User has ServiceNow access and Operations test data exists,"1. Open Incident.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,Low,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00016,ServiceNow,ITSM,Incident,Operations,Event -> Correlation -> Incident -> Resolution,Accessibility,Reopen Operations ServiceNow Incident,User has ServiceNow access and Operations test data exists,"1. Open Incident.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00017,ServiceNow,ITSM,Incident,Operations,Case -> Assignment -> Knowledge -> Closure,Accessibility,Validate Operations ServiceNow Incident,User has ServiceNow access and Operations test data exists,"1. Open Incident.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Medium,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00018,ServiceNow,ITSM,Incident,Operations,Change -> Approval -> Implementation -> Review,Integration,Resolve Operations ServiceNow Incident,User has ServiceNow access and Operations test data exists,"1. Open Incident.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00019,ServiceNow,ITSM,Incident,Operations,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Security,Bulk Update Operations ServiceNow Incident,User has ServiceNow access and Operations test data exists,"1. Open Incident.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00020,ServiceNow,ITSM,Incident,Operations,Employee Center -> HR Case -> Task -> Resolution,Functional,Validate Operations ServiceNow Incident,User has ServiceNow access and Operations test data exists,"1. Open Incident.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Medium,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00021,ServiceNow,ITSM,Incident,Operations,Portal -> Request -> Approvals -> Fulfillment,Data Migration,Resolve Operations ServiceNow Incident,User has ServiceNow access and Operations test data exists,"1. Open Incident.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Medium,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00022,ServiceNow,ITSM,Incident,Enterprise Service,Request -> Fulfillment -> Validation -> Closure,Mobile,Edit Enterprise Service ServiceNow Incident,User has ServiceNow access and Enterprise Service test data exists,"1. Open Incident.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00023,ServiceNow,ITSM,Incident,Enterprise Service,Event -> Correlation -> Incident -> Resolution,Security,Escalate Enterprise Service ServiceNow Incident,User has ServiceNow access and Enterprise Service test data exists,"1. Open Incident.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Medium,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00024,ServiceNow,ITSM,Incident,Enterprise Service,Case -> Assignment -> Knowledge -> Closure,Performance,Close Enterprise Service ServiceNow Incident,User has ServiceNow access and Enterprise Service test data exists,"1. Open Incident.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00025,ServiceNow,ITSM,Incident,Enterprise Service,Change -> Approval -> Implementation -> Review,Workflow,Search Enterprise Service ServiceNow Incident,User has ServiceNow access and Enterprise Service test data exists,"1. Open Incident.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Low,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00026,ServiceNow,ITSM,Incident,Enterprise Service,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Functional,Reopen Enterprise Service ServiceNow Incident,User has ServiceNow access and Enterprise Service test data exists,"1. Open Incident.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,High,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00027,ServiceNow,ITSM,Incident,Enterprise Service,Employee Center -> HR Case -> Task -> Resolution,Integration,Create Enterprise Service ServiceNow Incident,User has ServiceNow access and Enterprise Service test data exists,"1. Open Incident.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Low,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00028,ServiceNow,ITSM,Incident,Enterprise Service,Portal -> Request -> Approvals -> Fulfillment,Integration,Close Enterprise Service ServiceNow Incident,User has ServiceNow access and Enterprise Service test data exists,"1. Open Incident.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,High,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00029,ServiceNow,ITSM,Incident,Telecom,Request -> Fulfillment -> Validation -> Closure,UI,Approve Telecom ServiceNow Incident,User has ServiceNow access and Telecom test data exists,"1. Open Incident.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00030,ServiceNow,ITSM,Incident,Telecom,Event -> Correlation -> Incident -> Resolution,Accessibility,Create Telecom ServiceNow Incident,User has ServiceNow access and Telecom test data exists,"1. Open Incident.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00031,ServiceNow,ITSM,Incident,Telecom,Case -> Assignment -> Knowledge -> Closure,Performance,Edit Telecom ServiceNow Incident,User has ServiceNow access and Telecom test data exists,"1. Open Incident.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,High,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00032,ServiceNow,ITSM,Incident,Telecom,Change -> Approval -> Implementation -> Review,Mobile,Clone Telecom ServiceNow Incident,User has ServiceNow access and Telecom test data exists,"1. Open Incident.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Medium,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00033,ServiceNow,ITSM,Incident,Telecom,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Performance,Submit Telecom ServiceNow Incident,User has ServiceNow access and Telecom test data exists,"1. Open Incident.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00034,ServiceNow,ITSM,Incident,Telecom,Employee Center -> HR Case -> Task -> Resolution,Workflow,Approve Telecom ServiceNow Incident,User has ServiceNow access and Telecom test data exists,"1. Open Incident.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00035,ServiceNow,ITSM,Incident,Telecom,Portal -> Request -> Approvals -> Fulfillment,Mobile,Validate Telecom ServiceNow Incident,User has ServiceNow access and Telecom test data exists,"1. Open Incident.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,High,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00036,ServiceNow,ITSM,Incident,Retail,Request -> Fulfillment -> Validation -> Closure,UI,Validate Retail ServiceNow Incident,User has ServiceNow access and Retail test data exists,"1. Open Incident.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00037,ServiceNow,ITSM,Incident,Retail,Event -> Correlation -> Incident -> Resolution,Security,Reject Retail ServiceNow Incident,User has ServiceNow access and Retail test data exists,"1. Open Incident.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00038,ServiceNow,ITSM,Incident,Retail,Case -> Assignment -> Knowledge -> Closure,Functional,Reopen Retail ServiceNow Incident,User has ServiceNow access and Retail test data exists,"1. Open Incident.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00039,ServiceNow,ITSM,Incident,Retail,Change -> Approval -> Implementation -> Review,Performance,Close Retail ServiceNow Incident,User has ServiceNow access and Retail test data exists,"1. Open Incident.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00040,ServiceNow,ITSM,Incident,Retail,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Data Migration,Edit Retail ServiceNow Incident,User has ServiceNow access and Retail test data exists,"1. Open Incident.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00041,ServiceNow,ITSM,Incident,Retail,Employee Center -> HR Case -> Task -> Resolution,Mobile,Validate Retail ServiceNow Incident,User has ServiceNow access and Retail test data exists,"1. Open Incident.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Low,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00042,ServiceNow,ITSM,Incident,Retail,Portal -> Request -> Approvals -> Fulfillment,Workflow,Resolve Retail ServiceNow Incident,User has ServiceNow access and Retail test data exists,"1. Open Incident.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00043,ServiceNow,ITSM,Incident,Healthcare,Request -> Fulfillment -> Validation -> Closure,Data Migration,Approve Healthcare ServiceNow Incident,User has ServiceNow access and Healthcare test data exists,"1. Open Incident.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,Low,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00044,ServiceNow,ITSM,Incident,Healthcare,Event -> Correlation -> Incident -> Resolution,Security,Delete Healthcare ServiceNow Incident,User has ServiceNow access and Healthcare test data exists,"1. Open Incident.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,High,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00045,ServiceNow,ITSM,Incident,Healthcare,Case -> Assignment -> Knowledge -> Closure,Security,Validate Healthcare ServiceNow Incident,User has ServiceNow access and Healthcare test data exists,"1. Open Incident.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Medium,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00046,ServiceNow,ITSM,Incident,Healthcare,Change -> Approval -> Implementation -> Review,Workflow,Create Healthcare ServiceNow Incident,User has ServiceNow access and Healthcare test data exists,"1. Open Incident.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00047,ServiceNow,ITSM,Incident,Healthcare,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Integration,Create Healthcare ServiceNow Incident,User has ServiceNow access and Healthcare test data exists,"1. Open Incident.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,High,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00048,ServiceNow,ITSM,Incident,Healthcare,Employee Center -> HR Case -> Task -> Resolution,Functional,Update Healthcare ServiceNow Incident,User has ServiceNow access and Healthcare test data exists,"1. Open Incident.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Medium,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00049,ServiceNow,ITSM,Incident,Healthcare,Portal -> Request -> Approvals -> Fulfillment,Security,Close Healthcare ServiceNow Incident,User has ServiceNow access and Healthcare test data exists,"1. Open Incident.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00050,ServiceNow,ITSM,Incident,Banking,Request -> Fulfillment -> Validation -> Closure,Workflow,Validate Banking ServiceNow Incident,User has ServiceNow access and Banking test data exists,"1. Open Incident.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00051,ServiceNow,ITSM,Incident,Banking,Event -> Correlation -> Incident -> Resolution,Data Migration,Validate Banking ServiceNow Incident,User has ServiceNow access and Banking test data exists,"1. Open Incident.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Medium,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00052,ServiceNow,ITSM,Incident,Banking,Case -> Assignment -> Knowledge -> Closure,Mobile,Assign Banking ServiceNow Incident,User has ServiceNow access and Banking test data exists,"1. Open Incident.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,High,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00053,ServiceNow,ITSM,Incident,Banking,Change -> Approval -> Implementation -> Review,Mobile,Submit Banking ServiceNow Incident,User has ServiceNow access and Banking test data exists,"1. Open Incident.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00054,ServiceNow,ITSM,Incident,Banking,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Functional,Reject Banking ServiceNow Incident,User has ServiceNow access and Banking test data exists,"1. Open Incident.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00055,ServiceNow,ITSM,Incident,Banking,Employee Center -> HR Case -> Task -> Resolution,UI,Reopen Banking ServiceNow Incident,User has ServiceNow access and Banking test data exists,"1. Open Incident.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Medium,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITSM-00056,ServiceNow,ITSM,Incident,Banking,Portal -> Request -> Approvals -> Fulfillment,Performance,Search Banking ServiceNow Incident,User has ServiceNow access and Banking test data exists,"1. Open Incident.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Medium,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
