Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
WEB-PER-00013,WebApps,performance,performance,Media,Render -> Interact -> Persist -> Report,Accessibility,Delete WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00014,WebApps,performance,performance,Retail,Render -> Interact -> Persist -> Report,UI,Clone WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00015,WebApps,performance,performance,Marketplace,Browse -> Add -> Checkout -> Confirm,Accessibility,Approve WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00016,WebApps,performance,performance,Media,Render -> Interact -> Persist -> Report,Performance,Validate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00017,WebApps,performance,performance,SaaS,Render -> Interact -> Persist -> Report,Accessibility,Delete WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00018,WebApps,performance,performance,Retail,Browse -> Add -> Checkout -> Confirm,Functional,Validate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00019,WebApps,performance,performance,Media,Render -> Interact -> Persist -> Report,Performance,Delete WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00020,WebApps,performance,performance,Marketplace,Browse -> Add -> Checkout -> Confirm,UI,Update WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00021,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,Accessibility,Clone WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00022,WebApps,performance,performance,Marketplace,Browse -> Add -> Checkout -> Confirm,Functional,Validate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00023,WebApps,performance,performance,Media,Render -> Interact -> Persist -> Report,Security,Edit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00024,WebApps,performance,performance,Marketplace,Open -> Authenticate -> Use -> Close,Performance,Submit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00025,WebApps,performance,performance,Retail,Browse -> Add -> Checkout -> Confirm,Security,Create WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00026,WebApps,performance,performance,SaaS,Browse -> Add -> Checkout -> Confirm,Functional,Edit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00027,WebApps,performance,performance,SaaS,Open -> Authenticate -> Use -> Close,Functional,Reject WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00028,WebApps,performance,performance,SaaS,Render -> Interact -> Persist -> Report,Functional,Archive WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00029,WebApps,performance,performance,Media,Browse -> Add -> Checkout -> Confirm,Performance,Edit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00030,WebApps,performance,performance,Retail,Render -> Interact -> Persist -> Report,UI,Route WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00031,WebApps,performance,performance,SaaS,Open -> Authenticate -> Use -> Close,Performance,Route WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00032,WebApps,performance,performance,Media,Open -> Authenticate -> Use -> Close,UI,Search WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00033,WebApps,performance,performance,Retail,Open -> Authenticate -> Use -> Close,Performance,Escalate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00034,WebApps,performance,performance,SaaS,Render -> Interact -> Persist -> Report,Regression,Clone WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00035,WebApps,performance,performance,SaaS,Render -> Interact -> Persist -> Report,Performance,Edit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00036,WebApps,performance,performance,SaaS,Browse -> Add -> Checkout -> Confirm,Security,Edit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00037,WebApps,performance,performance,Retail,Open -> Authenticate -> Use -> Close,Accessibility,Archive WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00038,WebApps,performance,performance,Media,Render -> Interact -> Persist -> Report,UI,Reject WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00039,WebApps,performance,performance,Media,Open -> Authenticate -> Use -> Close,Performance,Route WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00040,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,Integration,Delete WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00041,WebApps,performance,performance,Media,Render -> Interact -> Persist -> Report,Performance,Validate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00042,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,Regression,Edit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00043,WebApps,performance,performance,SaaS,Browse -> Add -> Checkout -> Confirm,Regression,Create WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00044,WebApps,performance,performance,Marketplace,Browse -> Add -> Checkout -> Confirm,Security,Edit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00045,WebApps,performance,performance,SaaS,Open -> Authenticate -> Use -> Close,Integration,Validate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00046,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,UI,Route WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00047,WebApps,performance,performance,SaaS,Render -> Interact -> Persist -> Report,UI,Route WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00048,WebApps,performance,performance,Retail,Browse -> Add -> Checkout -> Confirm,Functional,Approve WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00049,WebApps,performance,performance,SaaS,Render -> Interact -> Persist -> Report,Accessibility,Update WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00050,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,UI,Submit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00051,WebApps,performance,performance,Retail,Render -> Interact -> Persist -> Report,Regression,Route WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00052,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,UI,Restore WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00053,WebApps,performance,performance,Marketplace,Open -> Authenticate -> Use -> Close,Integration,Search WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00054,WebApps,performance,performance,Marketplace,Browse -> Add -> Checkout -> Confirm,UI,Validate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00055,WebApps,performance,performance,SaaS,Render -> Interact -> Persist -> Report,Integration,Edit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00056,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,Integration,Clone WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00057,WebApps,performance,performance,Media,Render -> Interact -> Persist -> Report,Integration,Search WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00058,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,Security,Escalate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00059,WebApps,performance,performance,Marketplace,Browse -> Add -> Checkout -> Confirm,Accessibility,Create WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00060,WebApps,performance,performance,Marketplace,Open -> Authenticate -> Use -> Close,Performance,Create WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00061,WebApps,performance,performance,Media,Open -> Authenticate -> Use -> Close,UI,Reject WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00062,WebApps,performance,performance,Marketplace,Browse -> Add -> Checkout -> Confirm,Regression,Submit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00063,WebApps,performance,performance,Retail,Render -> Interact -> Persist -> Report,Accessibility,Archive WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00064,WebApps,performance,performance,Retail,Browse -> Add -> Checkout -> Confirm,UI,Validate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00065,WebApps,performance,performance,SaaS,Open -> Authenticate -> Use -> Close,Security,Submit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00066,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,Regression,Edit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00067,WebApps,performance,performance,Marketplace,Browse -> Add -> Checkout -> Confirm,Regression,Create WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00068,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,Regression,Restore WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00069,WebApps,performance,performance,SaaS,Open -> Authenticate -> Use -> Close,Accessibility,Restore WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00070,WebApps,performance,performance,Media,Open -> Authenticate -> Use -> Close,UI,Edit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00071,WebApps,performance,performance,SaaS,Open -> Authenticate -> Use -> Close,Performance,Escalate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00072,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,Integration,Delete WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00073,WebApps,performance,performance,Retail,Render -> Interact -> Persist -> Report,Security,Create WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00074,WebApps,performance,performance,Marketplace,Open -> Authenticate -> Use -> Close,Performance,Archive WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00075,WebApps,performance,performance,Retail,Render -> Interact -> Persist -> Report,Functional,Reject WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00076,WebApps,performance,performance,SaaS,Open -> Authenticate -> Use -> Close,Accessibility,Update WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00077,WebApps,performance,performance,SaaS,Open -> Authenticate -> Use -> Close,Performance,Escalate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00078,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,Integration,Delete WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00079,WebApps,performance,performance,SaaS,Browse -> Add -> Checkout -> Confirm,Regression,Validate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00080,WebApps,performance,performance,SaaS,Open -> Authenticate -> Use -> Close,Regression,Reject WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00081,WebApps,performance,performance,SaaS,Render -> Interact -> Persist -> Report,Functional,Approve WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00082,WebApps,performance,performance,Retail,Browse -> Add -> Checkout -> Confirm,Security,Escalate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00083,WebApps,performance,performance,SaaS,Browse -> Add -> Checkout -> Confirm,Accessibility,Update WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00084,WebApps,performance,performance,SaaS,Browse -> Add -> Checkout -> Confirm,Security,Clone WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00085,WebApps,performance,performance,Media,Open -> Authenticate -> Use -> Close,Security,Escalate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00086,WebApps,performance,performance,Retail,Open -> Authenticate -> Use -> Close,UI,Submit WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00087,WebApps,performance,performance,Retail,Browse -> Add -> Checkout -> Confirm,Functional,Update WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00088,WebApps,performance,performance,SaaS,Browse -> Add -> Checkout -> Confirm,UI,Escalate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00089,WebApps,performance,performance,Marketplace,Browse -> Add -> Checkout -> Confirm,Functional,Update WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00090,WebApps,performance,performance,Marketplace,Render -> Interact -> Persist -> Report,Security,Approve WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00091,WebApps,performance,performance,Retail,Open -> Authenticate -> Use -> Close,Performance,Escalate WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
WEB-PER-00092,WebApps,performance,performance,Marketplace,Open -> Authenticate -> Use -> Close,Security,Create WebApps performance,WebApps access and test data available,"1. Open performance.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""browser"": ""Chrome"", ""viewport"": ""1440x900"", ""user"": ""demo""}"
