Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-REP-00023,Workday,REPORTING,Reports,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Import Manufacturing Workday Reports,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Reports.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00024,Workday,REPORTING,Reports,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Reject Manufacturing Workday Reports,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Reports.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00025,Workday,REPORTING,Reports,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Import Manufacturing Workday Reports,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Reports.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00026,Workday,REPORTING,Reports,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,UI,Approve Manufacturing Workday Reports,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Reports.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00027,Workday,REPORTING,Reports,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Submit Manufacturing Workday Reports,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Reports.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00028,Workday,REPORTING,Reports,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Accessibility,Approve Manufacturing Workday Reports,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Reports.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00029,Workday,REPORTING,Reports,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Security,Close Education Workday Reports,Workday access is provisioned and Education test data exists,"1. Open Workday Reports.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00030,Workday,REPORTING,Reports,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Integration,Export Education Workday Reports,Workday access is provisioned and Education test data exists,"1. Open Workday Reports.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00031,Workday,REPORTING,Reports,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Review Education Workday Reports,Workday access is provisioned and Education test data exists,"1. Open Workday Reports.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00032,Workday,REPORTING,Reports,Education,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Export Education Workday Reports,Workday access is provisioned and Education test data exists,"1. Open Workday Reports.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00033,Workday,REPORTING,Reports,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Functional,Route Education Workday Reports,Workday access is provisioned and Education test data exists,"1. Open Workday Reports.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00034,Workday,REPORTING,Reports,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Export Education Workday Reports,Workday access is provisioned and Education test data exists,"1. Open Workday Reports.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00035,Workday,REPORTING,Reports,Education,Budget -> Expense -> Journal -> Dashboard,Functional,Edit Education Workday Reports,Workday access is provisioned and Education test data exists,"1. Open Workday Reports.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00036,Workday,REPORTING,Reports,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Create Nonprofit Workday Reports,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Reports.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00037,Workday,REPORTING,Reports,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Integration,Route Nonprofit Workday Reports,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Reports.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00038,Workday,REPORTING,Reports,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Export Nonprofit Workday Reports,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Reports.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00039,Workday,REPORTING,Reports,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Import Nonprofit Workday Reports,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Reports.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00040,Workday,REPORTING,Reports,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Create Nonprofit Workday Reports,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Reports.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00041,Workday,REPORTING,Reports,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Functional,Edit Nonprofit Workday Reports,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Reports.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00042,Workday,REPORTING,Reports,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Functional,Reject Nonprofit Workday Reports,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Reports.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00043,Workday,REPORTING,Reports,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Update Financial Services Workday Reports,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Reports.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00044,Workday,REPORTING,Reports,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Import Financial Services Workday Reports,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Reports.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00045,Workday,REPORTING,Reports,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Edit Financial Services Workday Reports,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Reports.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00046,Workday,REPORTING,Reports,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,Regression,Review Financial Services Workday Reports,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Reports.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00047,Workday,REPORTING,Reports,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Reject Financial Services Workday Reports,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Reports.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00048,Workday,REPORTING,Reports,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Export Financial Services Workday Reports,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Reports.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00049,Workday,REPORTING,Reports,Financial Services,Budget -> Expense -> Journal -> Dashboard,Functional,Sync Financial Services Workday Reports,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Reports.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00050,Workday,REPORTING,Reports,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Close Technology Workday Reports,Workday access is provisioned and Technology test data exists,"1. Open Workday Reports.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00051,Workday,REPORTING,Reports,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Create Technology Workday Reports,Workday access is provisioned and Technology test data exists,"1. Open Workday Reports.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00052,Workday,REPORTING,Reports,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Export Technology Workday Reports,Workday access is provisioned and Technology test data exists,"1. Open Workday Reports.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00053,Workday,REPORTING,Reports,Technology,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Sync Technology Workday Reports,Workday access is provisioned and Technology test data exists,"1. Open Workday Reports.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00054,Workday,REPORTING,Reports,Technology,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Review Technology Workday Reports,Workday access is provisioned and Technology test data exists,"1. Open Workday Reports.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00055,Workday,REPORTING,Reports,Technology,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Validate Technology Workday Reports,Workday access is provisioned and Technology test data exists,"1. Open Workday Reports.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REP-00056,Workday,REPORTING,Reports,Technology,Budget -> Expense -> Journal -> Dashboard,Data Migration,Sync Technology Workday Reports,Workday access is provisioned and Technology test data exists,"1. Open Workday Reports.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
