Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
ORA-PRO-00012,OracleApps,procurement,Purchasing,Manufacturing,Configure -> Execute -> Verify -> Close,Integration,Delete Manufacturing OracleApps Purchasing,User has OracleApps access and Manufacturing data exists,"1. Open Purchasing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00013,OracleApps,procurement,Purchasing,Healthcare,Create -> Approve -> Post -> Report,Performance,Validate Healthcare OracleApps Purchasing,User has OracleApps access and Healthcare data exists,"1. Open Purchasing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00014,OracleApps,procurement,Purchasing,Healthcare,Submit -> Validate -> Approve -> Complete,Regression,Create Healthcare OracleApps Purchasing,User has OracleApps access and Healthcare data exists,"1. Open Purchasing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00015,OracleApps,procurement,Purchasing,Healthcare,Draft -> Review -> Publish -> Archive,Functional,Update Healthcare OracleApps Purchasing,User has OracleApps access and Healthcare data exists,"1. Open Purchasing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00016,OracleApps,procurement,Purchasing,Healthcare,Configure -> Execute -> Verify -> Close,Performance,Validate Healthcare OracleApps Purchasing,User has OracleApps access and Healthcare data exists,"1. Open Purchasing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00017,OracleApps,procurement,Purchasing,Public Sector,Create -> Approve -> Post -> Report,Regression,Create Public Sector OracleApps Purchasing,User has OracleApps access and Public Sector data exists,"1. Open Purchasing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00018,OracleApps,procurement,Purchasing,Public Sector,Submit -> Validate -> Approve -> Complete,Functional,Delete Public Sector OracleApps Purchasing,User has OracleApps access and Public Sector data exists,"1. Open Purchasing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00019,OracleApps,procurement,Purchasing,Public Sector,Draft -> Review -> Publish -> Archive,Performance,Create Public Sector OracleApps Purchasing,User has OracleApps access and Public Sector data exists,"1. Open Purchasing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00020,OracleApps,procurement,Purchasing,Public Sector,Configure -> Execute -> Verify -> Close,Integration,Approve Public Sector OracleApps Purchasing,User has OracleApps access and Public Sector data exists,"1. Open Purchasing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00021,OracleApps,procurement,Purchasing,Technology,Create -> Approve -> Post -> Report,Workflow,Reject Technology OracleApps Purchasing,User has OracleApps access and Technology data exists,"1. Open Purchasing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00022,OracleApps,procurement,Purchasing,Technology,Submit -> Validate -> Approve -> Complete,Performance,Route Technology OracleApps Purchasing,User has OracleApps access and Technology data exists,"1. Open Purchasing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00023,OracleApps,procurement,Purchasing,Technology,Draft -> Review -> Publish -> Archive,Security,Clone Technology OracleApps Purchasing,User has OracleApps access and Technology data exists,"1. Open Purchasing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00024,OracleApps,procurement,Purchasing,Technology,Configure -> Execute -> Verify -> Close,Security,Restore Technology OracleApps Purchasing,User has OracleApps access and Technology data exists,"1. Open Purchasing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00025,OracleApps,procurement,Purchasing,Education,Create -> Approve -> Post -> Report,Accessibility,Submit Education OracleApps Purchasing,User has OracleApps access and Education data exists,"1. Open Purchasing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00026,OracleApps,procurement,Purchasing,Education,Submit -> Validate -> Approve -> Complete,Security,Create Education OracleApps Purchasing,User has OracleApps access and Education data exists,"1. Open Purchasing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00027,OracleApps,procurement,Purchasing,Education,Draft -> Review -> Publish -> Archive,Workflow,Validate Education OracleApps Purchasing,User has OracleApps access and Education data exists,"1. Open Purchasing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00028,OracleApps,procurement,Purchasing,Education,Configure -> Execute -> Verify -> Close,Regression,Search Education OracleApps Purchasing,User has OracleApps access and Education data exists,"1. Open Purchasing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00029,OracleApps,procurement,Supplier Management,Enterprise,Create -> Approve -> Post -> Report,Functional,Restore Enterprise OracleApps Supplier Management,User has OracleApps access and Enterprise data exists,"1. Open Supplier Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00030,OracleApps,procurement,Supplier Management,Enterprise,Submit -> Validate -> Approve -> Complete,Security,Validate Enterprise OracleApps Supplier Management,User has OracleApps access and Enterprise data exists,"1. Open Supplier Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00031,OracleApps,procurement,Supplier Management,Enterprise,Draft -> Review -> Publish -> Archive,Accessibility,Route Enterprise OracleApps Supplier Management,User has OracleApps access and Enterprise data exists,"1. Open Supplier Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00032,OracleApps,procurement,Supplier Management,Enterprise,Configure -> Execute -> Verify -> Close,Integration,Create Enterprise OracleApps Supplier Management,User has OracleApps access and Enterprise data exists,"1. Open Supplier Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00033,OracleApps,procurement,Supplier Management,Retail,Create -> Approve -> Post -> Report,Performance,Route Retail OracleApps Supplier Management,User has OracleApps access and Retail data exists,"1. Open Supplier Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00034,OracleApps,procurement,Supplier Management,Retail,Submit -> Validate -> Approve -> Complete,Security,Validate Retail OracleApps Supplier Management,User has OracleApps access and Retail data exists,"1. Open Supplier Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00035,OracleApps,procurement,Supplier Management,Retail,Draft -> Review -> Publish -> Archive,Functional,Validate Retail OracleApps Supplier Management,User has OracleApps access and Retail data exists,"1. Open Supplier Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00036,OracleApps,procurement,Supplier Management,Retail,Configure -> Execute -> Verify -> Close,Integration,Edit Retail OracleApps Supplier Management,User has OracleApps access and Retail data exists,"1. Open Supplier Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00037,OracleApps,procurement,Supplier Management,Manufacturing,Create -> Approve -> Post -> Report,Accessibility,Reject Manufacturing OracleApps Supplier Management,User has OracleApps access and Manufacturing data exists,"1. Open Supplier Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00038,OracleApps,procurement,Supplier Management,Manufacturing,Submit -> Validate -> Approve -> Complete,Regression,Submit Manufacturing OracleApps Supplier Management,User has OracleApps access and Manufacturing data exists,"1. Open Supplier Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00039,OracleApps,procurement,Supplier Management,Manufacturing,Draft -> Review -> Publish -> Archive,Regression,Search Manufacturing OracleApps Supplier Management,User has OracleApps access and Manufacturing data exists,"1. Open Supplier Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00040,OracleApps,procurement,Supplier Management,Manufacturing,Configure -> Execute -> Verify -> Close,Security,Archive Manufacturing OracleApps Supplier Management,User has OracleApps access and Manufacturing data exists,"1. Open Supplier Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00041,OracleApps,procurement,Supplier Management,Healthcare,Create -> Approve -> Post -> Report,Workflow,Approve Healthcare OracleApps Supplier Management,User has OracleApps access and Healthcare data exists,"1. Open Supplier Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00042,OracleApps,procurement,Supplier Management,Healthcare,Submit -> Validate -> Approve -> Complete,Integration,Search Healthcare OracleApps Supplier Management,User has OracleApps access and Healthcare data exists,"1. Open Supplier Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00043,OracleApps,procurement,Supplier Management,Healthcare,Draft -> Review -> Publish -> Archive,Accessibility,Approve Healthcare OracleApps Supplier Management,User has OracleApps access and Healthcare data exists,"1. Open Supplier Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00044,OracleApps,procurement,Supplier Management,Healthcare,Configure -> Execute -> Verify -> Close,Regression,Submit Healthcare OracleApps Supplier Management,User has OracleApps access and Healthcare data exists,"1. Open Supplier Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00045,OracleApps,procurement,Supplier Management,Public Sector,Create -> Approve -> Post -> Report,Security,Clone Public Sector OracleApps Supplier Management,User has OracleApps access and Public Sector data exists,"1. Open Supplier Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00046,OracleApps,procurement,Supplier Management,Public Sector,Submit -> Validate -> Approve -> Complete,Accessibility,Approve Public Sector OracleApps Supplier Management,User has OracleApps access and Public Sector data exists,"1. Open Supplier Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00047,OracleApps,procurement,Supplier Management,Public Sector,Draft -> Review -> Publish -> Archive,Workflow,Submit Public Sector OracleApps Supplier Management,User has OracleApps access and Public Sector data exists,"1. Open Supplier Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00048,OracleApps,procurement,Supplier Management,Public Sector,Configure -> Execute -> Verify -> Close,Regression,Search Public Sector OracleApps Supplier Management,User has OracleApps access and Public Sector data exists,"1. Open Supplier Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00049,OracleApps,procurement,Supplier Management,Technology,Create -> Approve -> Post -> Report,Performance,Clone Technology OracleApps Supplier Management,User has OracleApps access and Technology data exists,"1. Open Supplier Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00050,OracleApps,procurement,Supplier Management,Technology,Submit -> Validate -> Approve -> Complete,Accessibility,Reject Technology OracleApps Supplier Management,User has OracleApps access and Technology data exists,"1. Open Supplier Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00051,OracleApps,procurement,Supplier Management,Technology,Draft -> Review -> Publish -> Archive,Workflow,Approve Technology OracleApps Supplier Management,User has OracleApps access and Technology data exists,"1. Open Supplier Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00052,OracleApps,procurement,Supplier Management,Technology,Configure -> Execute -> Verify -> Close,Integration,Reject Technology OracleApps Supplier Management,User has OracleApps access and Technology data exists,"1. Open Supplier Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00053,OracleApps,procurement,Supplier Management,Education,Create -> Approve -> Post -> Report,Functional,Approve Education OracleApps Supplier Management,User has OracleApps access and Education data exists,"1. Open Supplier Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00054,OracleApps,procurement,Supplier Management,Education,Submit -> Validate -> Approve -> Complete,Functional,Archive Education OracleApps Supplier Management,User has OracleApps access and Education data exists,"1. Open Supplier Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00055,OracleApps,procurement,Supplier Management,Education,Draft -> Review -> Publish -> Archive,Functional,Edit Education OracleApps Supplier Management,User has OracleApps access and Education data exists,"1. Open Supplier Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00056,OracleApps,procurement,Supplier Management,Education,Configure -> Execute -> Verify -> Close,Regression,Update Education OracleApps Supplier Management,User has OracleApps access and Education data exists,"1. Open Supplier Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00057,OracleApps,procurement,Sourcing,Enterprise,Create -> Approve -> Post -> Report,Workflow,Escalate Enterprise OracleApps Sourcing,User has OracleApps access and Enterprise data exists,"1. Open Sourcing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00058,OracleApps,procurement,Sourcing,Enterprise,Submit -> Validate -> Approve -> Complete,Accessibility,Restore Enterprise OracleApps Sourcing,User has OracleApps access and Enterprise data exists,"1. Open Sourcing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00059,OracleApps,procurement,Sourcing,Enterprise,Draft -> Review -> Publish -> Archive,Integration,Escalate Enterprise OracleApps Sourcing,User has OracleApps access and Enterprise data exists,"1. Open Sourcing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
