Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
ORA-FIN-00011,OracleApps,financials,General Ledger,Manufacturing,Draft -> Review -> Publish -> Archive,Functional,Reject Manufacturing OracleApps General Ledger,User has OracleApps access and Manufacturing data exists,"1. Open General Ledger.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00012,OracleApps,financials,General Ledger,Manufacturing,Configure -> Execute -> Verify -> Close,Integration,Clone Manufacturing OracleApps General Ledger,User has OracleApps access and Manufacturing data exists,"1. Open General Ledger.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00013,OracleApps,financials,General Ledger,Healthcare,Create -> Approve -> Post -> Report,Accessibility,Edit Healthcare OracleApps General Ledger,User has OracleApps access and Healthcare data exists,"1. Open General Ledger.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00014,OracleApps,financials,General Ledger,Healthcare,Submit -> Validate -> Approve -> Complete,Functional,Validate Healthcare OracleApps General Ledger,User has OracleApps access and Healthcare data exists,"1. Open General Ledger.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00015,OracleApps,financials,General Ledger,Healthcare,Draft -> Review -> Publish -> Archive,Functional,Delete Healthcare OracleApps General Ledger,User has OracleApps access and Healthcare data exists,"1. Open General Ledger.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00016,OracleApps,financials,General Ledger,Healthcare,Configure -> Execute -> Verify -> Close,Regression,Delete Healthcare OracleApps General Ledger,User has OracleApps access and Healthcare data exists,"1. Open General Ledger.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00017,OracleApps,financials,General Ledger,Public Sector,Create -> Approve -> Post -> Report,Performance,Validate Public Sector OracleApps General Ledger,User has OracleApps access and Public Sector data exists,"1. Open General Ledger.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00018,OracleApps,financials,General Ledger,Public Sector,Submit -> Validate -> Approve -> Complete,Accessibility,Escalate Public Sector OracleApps General Ledger,User has OracleApps access and Public Sector data exists,"1. Open General Ledger.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00019,OracleApps,financials,General Ledger,Public Sector,Draft -> Review -> Publish -> Archive,Integration,Archive Public Sector OracleApps General Ledger,User has OracleApps access and Public Sector data exists,"1. Open General Ledger.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00020,OracleApps,financials,General Ledger,Public Sector,Configure -> Execute -> Verify -> Close,UI,Create Public Sector OracleApps General Ledger,User has OracleApps access and Public Sector data exists,"1. Open General Ledger.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00021,OracleApps,financials,General Ledger,Technology,Create -> Approve -> Post -> Report,Security,Route Technology OracleApps General Ledger,User has OracleApps access and Technology data exists,"1. Open General Ledger.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00022,OracleApps,financials,General Ledger,Technology,Submit -> Validate -> Approve -> Complete,Functional,Archive Technology OracleApps General Ledger,User has OracleApps access and Technology data exists,"1. Open General Ledger.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00023,OracleApps,financials,General Ledger,Technology,Draft -> Review -> Publish -> Archive,UI,Route Technology OracleApps General Ledger,User has OracleApps access and Technology data exists,"1. Open General Ledger.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00024,OracleApps,financials,General Ledger,Technology,Configure -> Execute -> Verify -> Close,Regression,Archive Technology OracleApps General Ledger,User has OracleApps access and Technology data exists,"1. Open General Ledger.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00025,OracleApps,financials,General Ledger,Education,Create -> Approve -> Post -> Report,Security,Update Education OracleApps General Ledger,User has OracleApps access and Education data exists,"1. Open General Ledger.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00026,OracleApps,financials,General Ledger,Education,Submit -> Validate -> Approve -> Complete,Workflow,Reject Education OracleApps General Ledger,User has OracleApps access and Education data exists,"1. Open General Ledger.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00027,OracleApps,financials,General Ledger,Education,Draft -> Review -> Publish -> Archive,Accessibility,Edit Education OracleApps General Ledger,User has OracleApps access and Education data exists,"1. Open General Ledger.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00028,OracleApps,financials,General Ledger,Education,Configure -> Execute -> Verify -> Close,Performance,Reject Education OracleApps General Ledger,User has OracleApps access and Education data exists,"1. Open General Ledger.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00029,OracleApps,financials,Accounts Payable,Enterprise,Create -> Approve -> Post -> Report,Workflow,Escalate Enterprise OracleApps Accounts Payable,User has OracleApps access and Enterprise data exists,"1. Open Accounts Payable.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00030,OracleApps,financials,Accounts Payable,Enterprise,Submit -> Validate -> Approve -> Complete,Accessibility,Search Enterprise OracleApps Accounts Payable,User has OracleApps access and Enterprise data exists,"1. Open Accounts Payable.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00031,OracleApps,financials,Accounts Payable,Enterprise,Draft -> Review -> Publish -> Archive,Workflow,Approve Enterprise OracleApps Accounts Payable,User has OracleApps access and Enterprise data exists,"1. Open Accounts Payable.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00032,OracleApps,financials,Accounts Payable,Enterprise,Configure -> Execute -> Verify -> Close,UI,Search Enterprise OracleApps Accounts Payable,User has OracleApps access and Enterprise data exists,"1. Open Accounts Payable.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00033,OracleApps,financials,Accounts Payable,Retail,Create -> Approve -> Post -> Report,UI,Submit Retail OracleApps Accounts Payable,User has OracleApps access and Retail data exists,"1. Open Accounts Payable.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00034,OracleApps,financials,Accounts Payable,Retail,Submit -> Validate -> Approve -> Complete,Functional,Restore Retail OracleApps Accounts Payable,User has OracleApps access and Retail data exists,"1. Open Accounts Payable.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00035,OracleApps,financials,Accounts Payable,Retail,Draft -> Review -> Publish -> Archive,Accessibility,Reject Retail OracleApps Accounts Payable,User has OracleApps access and Retail data exists,"1. Open Accounts Payable.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00036,OracleApps,financials,Accounts Payable,Retail,Configure -> Execute -> Verify -> Close,Regression,Restore Retail OracleApps Accounts Payable,User has OracleApps access and Retail data exists,"1. Open Accounts Payable.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00037,OracleApps,financials,Accounts Payable,Manufacturing,Create -> Approve -> Post -> Report,Integration,Submit Manufacturing OracleApps Accounts Payable,User has OracleApps access and Manufacturing data exists,"1. Open Accounts Payable.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00038,OracleApps,financials,Accounts Payable,Manufacturing,Submit -> Validate -> Approve -> Complete,Workflow,Edit Manufacturing OracleApps Accounts Payable,User has OracleApps access and Manufacturing data exists,"1. Open Accounts Payable.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00039,OracleApps,financials,Accounts Payable,Manufacturing,Draft -> Review -> Publish -> Archive,Integration,Search Manufacturing OracleApps Accounts Payable,User has OracleApps access and Manufacturing data exists,"1. Open Accounts Payable.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00040,OracleApps,financials,Accounts Payable,Manufacturing,Configure -> Execute -> Verify -> Close,Performance,Approve Manufacturing OracleApps Accounts Payable,User has OracleApps access and Manufacturing data exists,"1. Open Accounts Payable.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00041,OracleApps,financials,Accounts Payable,Healthcare,Create -> Approve -> Post -> Report,Workflow,Route Healthcare OracleApps Accounts Payable,User has OracleApps access and Healthcare data exists,"1. Open Accounts Payable.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00042,OracleApps,financials,Accounts Payable,Healthcare,Submit -> Validate -> Approve -> Complete,Security,Search Healthcare OracleApps Accounts Payable,User has OracleApps access and Healthcare data exists,"1. Open Accounts Payable.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00043,OracleApps,financials,Accounts Payable,Healthcare,Draft -> Review -> Publish -> Archive,Integration,Escalate Healthcare OracleApps Accounts Payable,User has OracleApps access and Healthcare data exists,"1. Open Accounts Payable.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00044,OracleApps,financials,Accounts Payable,Healthcare,Configure -> Execute -> Verify -> Close,Accessibility,Escalate Healthcare OracleApps Accounts Payable,User has OracleApps access and Healthcare data exists,"1. Open Accounts Payable.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00045,OracleApps,financials,Accounts Payable,Public Sector,Create -> Approve -> Post -> Report,Performance,Escalate Public Sector OracleApps Accounts Payable,User has OracleApps access and Public Sector data exists,"1. Open Accounts Payable.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00046,OracleApps,financials,Accounts Payable,Public Sector,Submit -> Validate -> Approve -> Complete,UI,Approve Public Sector OracleApps Accounts Payable,User has OracleApps access and Public Sector data exists,"1. Open Accounts Payable.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00047,OracleApps,financials,Accounts Payable,Public Sector,Draft -> Review -> Publish -> Archive,Integration,Approve Public Sector OracleApps Accounts Payable,User has OracleApps access and Public Sector data exists,"1. Open Accounts Payable.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00048,OracleApps,financials,Accounts Payable,Public Sector,Configure -> Execute -> Verify -> Close,Accessibility,Reject Public Sector OracleApps Accounts Payable,User has OracleApps access and Public Sector data exists,"1. Open Accounts Payable.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00049,OracleApps,financials,Accounts Payable,Technology,Create -> Approve -> Post -> Report,Security,Approve Technology OracleApps Accounts Payable,User has OracleApps access and Technology data exists,"1. Open Accounts Payable.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00050,OracleApps,financials,Accounts Payable,Technology,Submit -> Validate -> Approve -> Complete,Security,Search Technology OracleApps Accounts Payable,User has OracleApps access and Technology data exists,"1. Open Accounts Payable.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00051,OracleApps,financials,Accounts Payable,Technology,Draft -> Review -> Publish -> Archive,Security,Create Technology OracleApps Accounts Payable,User has OracleApps access and Technology data exists,"1. Open Accounts Payable.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00052,OracleApps,financials,Accounts Payable,Technology,Configure -> Execute -> Verify -> Close,UI,Create Technology OracleApps Accounts Payable,User has OracleApps access and Technology data exists,"1. Open Accounts Payable.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00053,OracleApps,financials,Accounts Payable,Education,Create -> Approve -> Post -> Report,Accessibility,Approve Education OracleApps Accounts Payable,User has OracleApps access and Education data exists,"1. Open Accounts Payable.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00054,OracleApps,financials,Accounts Payable,Education,Submit -> Validate -> Approve -> Complete,Performance,Create Education OracleApps Accounts Payable,User has OracleApps access and Education data exists,"1. Open Accounts Payable.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00055,OracleApps,financials,Accounts Payable,Education,Draft -> Review -> Publish -> Archive,UI,Clone Education OracleApps Accounts Payable,User has OracleApps access and Education data exists,"1. Open Accounts Payable.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00056,OracleApps,financials,Accounts Payable,Education,Configure -> Execute -> Verify -> Close,Integration,Search Education OracleApps Accounts Payable,User has OracleApps access and Education data exists,"1. Open Accounts Payable.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00057,OracleApps,financials,Accounts Receivable,Enterprise,Create -> Approve -> Post -> Report,Accessibility,Search Enterprise OracleApps Accounts Receivable,User has OracleApps access and Enterprise data exists,"1. Open Accounts Receivable.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00058,OracleApps,financials,Accounts Receivable,Enterprise,Submit -> Validate -> Approve -> Complete,Integration,Edit Enterprise OracleApps Accounts Receivable,User has OracleApps access and Enterprise data exists,"1. Open Accounts Receivable.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-FIN-00059,OracleApps,financials,Accounts Receivable,Enterprise,Draft -> Review -> Publish -> Archive,Accessibility,Submit Enterprise OracleApps Accounts Receivable,User has OracleApps access and Enterprise data exists,"1. Open Accounts Receivable.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
