Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
DYN-PRO-00011,Dynamics365,project_ops,Projects,Healthcare,Draft -> Review -> Publish -> Archive,Security,Edit Healthcare Dynamics365 Projects,User has Dynamics365 access and Healthcare data exists,"1. Open Projects.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00012,Dynamics365,project_ops,Projects,Healthcare,Configure -> Execute -> Verify -> Close,Accessibility,Approve Healthcare Dynamics365 Projects,User has Dynamics365 access and Healthcare data exists,"1. Open Projects.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00013,Dynamics365,project_ops,Projects,Professional Services,Create -> Approve -> Post -> Report,Functional,Validate Professional Services Dynamics365 Projects,User has Dynamics365 access and Professional Services data exists,"1. Open Projects.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00014,Dynamics365,project_ops,Projects,Professional Services,Submit -> Validate -> Approve -> Complete,Workflow,Delete Professional Services Dynamics365 Projects,User has Dynamics365 access and Professional Services data exists,"1. Open Projects.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00015,Dynamics365,project_ops,Projects,Professional Services,Draft -> Review -> Publish -> Archive,UI,Restore Professional Services Dynamics365 Projects,User has Dynamics365 access and Professional Services data exists,"1. Open Projects.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00016,Dynamics365,project_ops,Projects,Professional Services,Configure -> Execute -> Verify -> Close,Security,Submit Professional Services Dynamics365 Projects,User has Dynamics365 access and Professional Services data exists,"1. Open Projects.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00017,Dynamics365,project_ops,Projects,Public Sector,Create -> Approve -> Post -> Report,Regression,Archive Public Sector Dynamics365 Projects,User has Dynamics365 access and Public Sector data exists,"1. Open Projects.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00018,Dynamics365,project_ops,Projects,Public Sector,Submit -> Validate -> Approve -> Complete,Regression,Clone Public Sector Dynamics365 Projects,User has Dynamics365 access and Public Sector data exists,"1. Open Projects.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00019,Dynamics365,project_ops,Projects,Public Sector,Draft -> Review -> Publish -> Archive,Performance,Clone Public Sector Dynamics365 Projects,User has Dynamics365 access and Public Sector data exists,"1. Open Projects.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00020,Dynamics365,project_ops,Projects,Public Sector,Configure -> Execute -> Verify -> Close,Accessibility,Delete Public Sector Dynamics365 Projects,User has Dynamics365 access and Public Sector data exists,"1. Open Projects.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00021,Dynamics365,project_ops,Projects,Finance,Create -> Approve -> Post -> Report,Workflow,Edit Finance Dynamics365 Projects,User has Dynamics365 access and Finance data exists,"1. Open Projects.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00022,Dynamics365,project_ops,Projects,Finance,Submit -> Validate -> Approve -> Complete,Accessibility,Clone Finance Dynamics365 Projects,User has Dynamics365 access and Finance data exists,"1. Open Projects.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00023,Dynamics365,project_ops,Projects,Finance,Draft -> Review -> Publish -> Archive,Integration,Validate Finance Dynamics365 Projects,User has Dynamics365 access and Finance data exists,"1. Open Projects.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00024,Dynamics365,project_ops,Projects,Finance,Configure -> Execute -> Verify -> Close,Integration,Approve Finance Dynamics365 Projects,User has Dynamics365 access and Finance data exists,"1. Open Projects.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00025,Dynamics365,project_ops,Projects,Technology,Create -> Approve -> Post -> Report,Performance,Edit Technology Dynamics365 Projects,User has Dynamics365 access and Technology data exists,"1. Open Projects.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00026,Dynamics365,project_ops,Projects,Technology,Submit -> Validate -> Approve -> Complete,Functional,Route Technology Dynamics365 Projects,User has Dynamics365 access and Technology data exists,"1. Open Projects.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00027,Dynamics365,project_ops,Projects,Technology,Draft -> Review -> Publish -> Archive,Security,Approve Technology Dynamics365 Projects,User has Dynamics365 access and Technology data exists,"1. Open Projects.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00028,Dynamics365,project_ops,Projects,Technology,Configure -> Execute -> Verify -> Close,Security,Reject Technology Dynamics365 Projects,User has Dynamics365 access and Technology data exists,"1. Open Projects.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00029,Dynamics365,project_ops,Project Billing,Retail,Create -> Approve -> Post -> Report,Workflow,Delete Retail Dynamics365 Project Billing,User has Dynamics365 access and Retail data exists,"1. Open Project Billing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00030,Dynamics365,project_ops,Project Billing,Retail,Submit -> Validate -> Approve -> Complete,Regression,Escalate Retail Dynamics365 Project Billing,User has Dynamics365 access and Retail data exists,"1. Open Project Billing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00031,Dynamics365,project_ops,Project Billing,Retail,Draft -> Review -> Publish -> Archive,Regression,Validate Retail Dynamics365 Project Billing,User has Dynamics365 access and Retail data exists,"1. Open Project Billing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00032,Dynamics365,project_ops,Project Billing,Retail,Configure -> Execute -> Verify -> Close,UI,Restore Retail Dynamics365 Project Billing,User has Dynamics365 access and Retail data exists,"1. Open Project Billing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00033,Dynamics365,project_ops,Project Billing,Manufacturing,Create -> Approve -> Post -> Report,Performance,Create Manufacturing Dynamics365 Project Billing,User has Dynamics365 access and Manufacturing data exists,"1. Open Project Billing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00034,Dynamics365,project_ops,Project Billing,Manufacturing,Submit -> Validate -> Approve -> Complete,Workflow,Route Manufacturing Dynamics365 Project Billing,User has Dynamics365 access and Manufacturing data exists,"1. Open Project Billing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00035,Dynamics365,project_ops,Project Billing,Manufacturing,Draft -> Review -> Publish -> Archive,UI,Validate Manufacturing Dynamics365 Project Billing,User has Dynamics365 access and Manufacturing data exists,"1. Open Project Billing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00036,Dynamics365,project_ops,Project Billing,Manufacturing,Configure -> Execute -> Verify -> Close,Accessibility,Delete Manufacturing Dynamics365 Project Billing,User has Dynamics365 access and Manufacturing data exists,"1. Open Project Billing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00037,Dynamics365,project_ops,Project Billing,Healthcare,Create -> Approve -> Post -> Report,Performance,Validate Healthcare Dynamics365 Project Billing,User has Dynamics365 access and Healthcare data exists,"1. Open Project Billing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00038,Dynamics365,project_ops,Project Billing,Healthcare,Submit -> Validate -> Approve -> Complete,Workflow,Clone Healthcare Dynamics365 Project Billing,User has Dynamics365 access and Healthcare data exists,"1. Open Project Billing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00039,Dynamics365,project_ops,Project Billing,Healthcare,Draft -> Review -> Publish -> Archive,Workflow,Update Healthcare Dynamics365 Project Billing,User has Dynamics365 access and Healthcare data exists,"1. Open Project Billing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00040,Dynamics365,project_ops,Project Billing,Healthcare,Configure -> Execute -> Verify -> Close,Security,Update Healthcare Dynamics365 Project Billing,User has Dynamics365 access and Healthcare data exists,"1. Open Project Billing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00041,Dynamics365,project_ops,Project Billing,Professional Services,Create -> Approve -> Post -> Report,Functional,Validate Professional Services Dynamics365 Project Billing,User has Dynamics365 access and Professional Services data exists,"1. Open Project Billing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00042,Dynamics365,project_ops,Project Billing,Professional Services,Submit -> Validate -> Approve -> Complete,Performance,Search Professional Services Dynamics365 Project Billing,User has Dynamics365 access and Professional Services data exists,"1. Open Project Billing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00043,Dynamics365,project_ops,Project Billing,Professional Services,Draft -> Review -> Publish -> Archive,Integration,Submit Professional Services Dynamics365 Project Billing,User has Dynamics365 access and Professional Services data exists,"1. Open Project Billing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00044,Dynamics365,project_ops,Project Billing,Professional Services,Configure -> Execute -> Verify -> Close,Performance,Update Professional Services Dynamics365 Project Billing,User has Dynamics365 access and Professional Services data exists,"1. Open Project Billing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00045,Dynamics365,project_ops,Project Billing,Public Sector,Create -> Approve -> Post -> Report,Performance,Approve Public Sector Dynamics365 Project Billing,User has Dynamics365 access and Public Sector data exists,"1. Open Project Billing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00046,Dynamics365,project_ops,Project Billing,Public Sector,Submit -> Validate -> Approve -> Complete,Accessibility,Search Public Sector Dynamics365 Project Billing,User has Dynamics365 access and Public Sector data exists,"1. Open Project Billing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00047,Dynamics365,project_ops,Project Billing,Public Sector,Draft -> Review -> Publish -> Archive,Accessibility,Search Public Sector Dynamics365 Project Billing,User has Dynamics365 access and Public Sector data exists,"1. Open Project Billing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00048,Dynamics365,project_ops,Project Billing,Public Sector,Configure -> Execute -> Verify -> Close,Performance,Restore Public Sector Dynamics365 Project Billing,User has Dynamics365 access and Public Sector data exists,"1. Open Project Billing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00049,Dynamics365,project_ops,Project Billing,Finance,Create -> Approve -> Post -> Report,Accessibility,Route Finance Dynamics365 Project Billing,User has Dynamics365 access and Finance data exists,"1. Open Project Billing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00050,Dynamics365,project_ops,Project Billing,Finance,Submit -> Validate -> Approve -> Complete,UI,Route Finance Dynamics365 Project Billing,User has Dynamics365 access and Finance data exists,"1. Open Project Billing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00051,Dynamics365,project_ops,Project Billing,Finance,Draft -> Review -> Publish -> Archive,Regression,Submit Finance Dynamics365 Project Billing,User has Dynamics365 access and Finance data exists,"1. Open Project Billing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00052,Dynamics365,project_ops,Project Billing,Finance,Configure -> Execute -> Verify -> Close,Security,Submit Finance Dynamics365 Project Billing,User has Dynamics365 access and Finance data exists,"1. Open Project Billing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00053,Dynamics365,project_ops,Project Billing,Technology,Create -> Approve -> Post -> Report,Accessibility,Escalate Technology Dynamics365 Project Billing,User has Dynamics365 access and Technology data exists,"1. Open Project Billing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00054,Dynamics365,project_ops,Project Billing,Technology,Submit -> Validate -> Approve -> Complete,Workflow,Approve Technology Dynamics365 Project Billing,User has Dynamics365 access and Technology data exists,"1. Open Project Billing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00055,Dynamics365,project_ops,Project Billing,Technology,Draft -> Review -> Publish -> Archive,Workflow,Reject Technology Dynamics365 Project Billing,User has Dynamics365 access and Technology data exists,"1. Open Project Billing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00056,Dynamics365,project_ops,Project Billing,Technology,Configure -> Execute -> Verify -> Close,Regression,Approve Technology Dynamics365 Project Billing,User has Dynamics365 access and Technology data exists,"1. Open Project Billing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00057,Dynamics365,project_ops,Resource Management,Retail,Create -> Approve -> Post -> Report,Regression,Create Retail Dynamics365 Resource Management,User has Dynamics365 access and Retail data exists,"1. Open Resource Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00058,Dynamics365,project_ops,Resource Management,Retail,Submit -> Validate -> Approve -> Complete,UI,Validate Retail Dynamics365 Resource Management,User has Dynamics365 access and Retail data exists,"1. Open Resource Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-PRO-00059,Dynamics365,project_ops,Resource Management,Retail,Draft -> Review -> Publish -> Archive,Integration,Clone Retail Dynamics365 Resource Management,User has Dynamics365 access and Retail data exists,"1. Open Resource Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
