Test Case ID,Suite,Function,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SAP-PS-00021,SAP Ph-II,PS,Project Definition,Banking,Create -> Approve -> Post -> Report,Security,Delete Banking SAP Project Definition,SAP access provisioned and Banking test data exists,"1. Open Project Definition.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00022,SAP Ph-II,PS,Project Definition,Banking,Plan -> Execute -> Verify -> Close,Integration,Restore Banking SAP Project Definition,SAP access provisioned and Banking test data exists,"1. Open Project Definition.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00023,SAP Ph-II,PS,Project Definition,Banking,Request -> Process -> Approve -> Complete,Integration,Create Banking SAP Project Definition,SAP access provisioned and Banking test data exists,"1. Open Project Definition.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00024,SAP Ph-II,PS,Project Definition,Banking,Master Data -> Transaction -> Settlement -> Analytics,UI,Approve Banking SAP Project Definition,SAP access provisioned and Banking test data exists,"1. Open Project Definition.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00025,SAP Ph-II,PS,Project Definition,Banking,Order -> Delivery -> Billing -> Accounting,Functional,Restore Banking SAP Project Definition,SAP access provisioned and Banking test data exists,"1. Open Project Definition.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00026,SAP Ph-II,PS,Project Definition,Utilities,Create -> Approve -> Post -> Report,Regression,Submit Utilities SAP Project Definition,SAP access provisioned and Utilities test data exists,"1. Open Project Definition.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00027,SAP Ph-II,PS,Project Definition,Utilities,Plan -> Execute -> Verify -> Close,Integration,Restore Utilities SAP Project Definition,SAP access provisioned and Utilities test data exists,"1. Open Project Definition.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00028,SAP Ph-II,PS,Project Definition,Utilities,Request -> Process -> Approve -> Complete,Functional,Clone Utilities SAP Project Definition,SAP access provisioned and Utilities test data exists,"1. Open Project Definition.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00029,SAP Ph-II,PS,Project Definition,Utilities,Master Data -> Transaction -> Settlement -> Analytics,Regression,Archive Utilities SAP Project Definition,SAP access provisioned and Utilities test data exists,"1. Open Project Definition.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00030,SAP Ph-II,PS,Project Definition,Utilities,Order -> Delivery -> Billing -> Accounting,Regression,Validate Utilities SAP Project Definition,SAP access provisioned and Utilities test data exists,"1. Open Project Definition.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00031,SAP Ph-II,PS,Project Definition,CPG,Create -> Approve -> Post -> Report,Security,Restore CPG SAP Project Definition,SAP access provisioned and CPG test data exists,"1. Open Project Definition.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00032,SAP Ph-II,PS,Project Definition,CPG,Plan -> Execute -> Verify -> Close,Security,Validate CPG SAP Project Definition,SAP access provisioned and CPG test data exists,"1. Open Project Definition.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00033,SAP Ph-II,PS,Project Definition,CPG,Request -> Process -> Approve -> Complete,Functional,Edit CPG SAP Project Definition,SAP access provisioned and CPG test data exists,"1. Open Project Definition.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00034,SAP Ph-II,PS,Project Definition,CPG,Master Data -> Transaction -> Settlement -> Analytics,Regression,Approve CPG SAP Project Definition,SAP access provisioned and CPG test data exists,"1. Open Project Definition.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00035,SAP Ph-II,PS,Project Definition,CPG,Order -> Delivery -> Billing -> Accounting,UI,Clone CPG SAP Project Definition,SAP access provisioned and CPG test data exists,"1. Open Project Definition.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00036,SAP Ph-II,PS,Project Definition,Public Sector,Create -> Approve -> Post -> Report,Workflow,Approve Public Sector SAP Project Definition,SAP access provisioned and Public Sector test data exists,"1. Open Project Definition.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00037,SAP Ph-II,PS,Project Definition,Public Sector,Plan -> Execute -> Verify -> Close,Workflow,Validate Public Sector SAP Project Definition,SAP access provisioned and Public Sector test data exists,"1. Open Project Definition.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00038,SAP Ph-II,PS,Project Definition,Public Sector,Request -> Process -> Approve -> Complete,UI,Route Public Sector SAP Project Definition,SAP access provisioned and Public Sector test data exists,"1. Open Project Definition.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00039,SAP Ph-II,PS,Project Definition,Public Sector,Master Data -> Transaction -> Settlement -> Analytics,UI,Create Public Sector SAP Project Definition,SAP access provisioned and Public Sector test data exists,"1. Open Project Definition.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00040,SAP Ph-II,PS,Project Definition,Public Sector,Order -> Delivery -> Billing -> Accounting,Functional,Update Public Sector SAP Project Definition,SAP access provisioned and Public Sector test data exists,"1. Open Project Definition.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00041,SAP Ph-II,PS,WBS,Manufacturing,Create -> Approve -> Post -> Report,Functional,Route Manufacturing SAP WBS,SAP access provisioned and Manufacturing test data exists,"1. Open WBS.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00042,SAP Ph-II,PS,WBS,Manufacturing,Plan -> Execute -> Verify -> Close,Workflow,Create Manufacturing SAP WBS,SAP access provisioned and Manufacturing test data exists,"1. Open WBS.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00043,SAP Ph-II,PS,WBS,Manufacturing,Request -> Process -> Approve -> Complete,Regression,Delete Manufacturing SAP WBS,SAP access provisioned and Manufacturing test data exists,"1. Open WBS.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00044,SAP Ph-II,PS,WBS,Manufacturing,Master Data -> Transaction -> Settlement -> Analytics,Security,Restore Manufacturing SAP WBS,SAP access provisioned and Manufacturing test data exists,"1. Open WBS.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00045,SAP Ph-II,PS,WBS,Manufacturing,Order -> Delivery -> Billing -> Accounting,UI,Route Manufacturing SAP WBS,SAP access provisioned and Manufacturing test data exists,"1. Open WBS.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00046,SAP Ph-II,PS,WBS,Retail,Create -> Approve -> Post -> Report,Performance,Validate Retail SAP WBS,SAP access provisioned and Retail test data exists,"1. Open WBS.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00047,SAP Ph-II,PS,WBS,Retail,Plan -> Execute -> Verify -> Close,Functional,Clone Retail SAP WBS,SAP access provisioned and Retail test data exists,"1. Open WBS.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00048,SAP Ph-II,PS,WBS,Retail,Request -> Process -> Approve -> Complete,Workflow,Route Retail SAP WBS,SAP access provisioned and Retail test data exists,"1. Open WBS.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00049,SAP Ph-II,PS,WBS,Retail,Master Data -> Transaction -> Settlement -> Analytics,Integration,Archive Retail SAP WBS,SAP access provisioned and Retail test data exists,"1. Open WBS.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00050,SAP Ph-II,PS,WBS,Retail,Order -> Delivery -> Billing -> Accounting,Functional,Submit Retail SAP WBS,SAP access provisioned and Retail test data exists,"1. Open WBS.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00051,SAP Ph-II,PS,WBS,Pharma,Create -> Approve -> Post -> Report,UI,Route Pharma SAP WBS,SAP access provisioned and Pharma test data exists,"1. Open WBS.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00052,SAP Ph-II,PS,WBS,Pharma,Plan -> Execute -> Verify -> Close,Integration,Search Pharma SAP WBS,SAP access provisioned and Pharma test data exists,"1. Open WBS.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00053,SAP Ph-II,PS,WBS,Pharma,Request -> Process -> Approve -> Complete,Regression,Escalate Pharma SAP WBS,SAP access provisioned and Pharma test data exists,"1. Open WBS.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00054,SAP Ph-II,PS,WBS,Pharma,Master Data -> Transaction -> Settlement -> Analytics,Performance,Submit Pharma SAP WBS,SAP access provisioned and Pharma test data exists,"1. Open WBS.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00055,SAP Ph-II,PS,WBS,Pharma,Order -> Delivery -> Billing -> Accounting,Security,Escalate Pharma SAP WBS,SAP access provisioned and Pharma test data exists,"1. Open WBS.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PS-00056,SAP Ph-II,PS,WBS,Automotive,Create -> Approve -> Post -> Report,Security,Escalate Automotive SAP WBS,SAP access provisioned and Automotive test data exists,"1. Open WBS.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
