Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
ORA-EPM-00011,OracleApps,epm,Planning,Manufacturing,Draft -> Review -> Publish -> Archive,Security,Submit Manufacturing OracleApps Planning,User has OracleApps access and Manufacturing data exists,"1. Open Planning.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00012,OracleApps,epm,Planning,Manufacturing,Configure -> Execute -> Verify -> Close,Functional,Submit Manufacturing OracleApps Planning,User has OracleApps access and Manufacturing data exists,"1. Open Planning.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00013,OracleApps,epm,Planning,Healthcare,Create -> Approve -> Post -> Report,UI,Escalate Healthcare OracleApps Planning,User has OracleApps access and Healthcare data exists,"1. Open Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00014,OracleApps,epm,Planning,Healthcare,Submit -> Validate -> Approve -> Complete,Functional,Search Healthcare OracleApps Planning,User has OracleApps access and Healthcare data exists,"1. Open Planning.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00015,OracleApps,epm,Planning,Healthcare,Draft -> Review -> Publish -> Archive,Security,Submit Healthcare OracleApps Planning,User has OracleApps access and Healthcare data exists,"1. Open Planning.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00016,OracleApps,epm,Planning,Healthcare,Configure -> Execute -> Verify -> Close,Integration,Escalate Healthcare OracleApps Planning,User has OracleApps access and Healthcare data exists,"1. Open Planning.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00017,OracleApps,epm,Planning,Public Sector,Create -> Approve -> Post -> Report,Integration,Clone Public Sector OracleApps Planning,User has OracleApps access and Public Sector data exists,"1. Open Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00018,OracleApps,epm,Planning,Public Sector,Submit -> Validate -> Approve -> Complete,UI,Edit Public Sector OracleApps Planning,User has OracleApps access and Public Sector data exists,"1. Open Planning.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00019,OracleApps,epm,Planning,Public Sector,Draft -> Review -> Publish -> Archive,Accessibility,Create Public Sector OracleApps Planning,User has OracleApps access and Public Sector data exists,"1. Open Planning.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00020,OracleApps,epm,Planning,Public Sector,Configure -> Execute -> Verify -> Close,Security,Search Public Sector OracleApps Planning,User has OracleApps access and Public Sector data exists,"1. Open Planning.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00021,OracleApps,epm,Planning,Technology,Create -> Approve -> Post -> Report,UI,Delete Technology OracleApps Planning,User has OracleApps access and Technology data exists,"1. Open Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00022,OracleApps,epm,Planning,Technology,Submit -> Validate -> Approve -> Complete,Regression,Approve Technology OracleApps Planning,User has OracleApps access and Technology data exists,"1. Open Planning.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00023,OracleApps,epm,Planning,Technology,Draft -> Review -> Publish -> Archive,Security,Restore Technology OracleApps Planning,User has OracleApps access and Technology data exists,"1. Open Planning.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00024,OracleApps,epm,Planning,Technology,Configure -> Execute -> Verify -> Close,Integration,Restore Technology OracleApps Planning,User has OracleApps access and Technology data exists,"1. Open Planning.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00025,OracleApps,epm,Planning,Education,Create -> Approve -> Post -> Report,Functional,Search Education OracleApps Planning,User has OracleApps access and Education data exists,"1. Open Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00026,OracleApps,epm,Planning,Education,Submit -> Validate -> Approve -> Complete,UI,Approve Education OracleApps Planning,User has OracleApps access and Education data exists,"1. Open Planning.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00027,OracleApps,epm,Planning,Education,Draft -> Review -> Publish -> Archive,Security,Approve Education OracleApps Planning,User has OracleApps access and Education data exists,"1. Open Planning.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00028,OracleApps,epm,Planning,Education,Configure -> Execute -> Verify -> Close,Integration,Edit Education OracleApps Planning,User has OracleApps access and Education data exists,"1. Open Planning.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00029,OracleApps,epm,Budgeting,Enterprise,Create -> Approve -> Post -> Report,UI,Delete Enterprise OracleApps Budgeting,User has OracleApps access and Enterprise data exists,"1. Open Budgeting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00030,OracleApps,epm,Budgeting,Enterprise,Submit -> Validate -> Approve -> Complete,UI,Escalate Enterprise OracleApps Budgeting,User has OracleApps access and Enterprise data exists,"1. Open Budgeting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00031,OracleApps,epm,Budgeting,Enterprise,Draft -> Review -> Publish -> Archive,Regression,Clone Enterprise OracleApps Budgeting,User has OracleApps access and Enterprise data exists,"1. Open Budgeting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00032,OracleApps,epm,Budgeting,Enterprise,Configure -> Execute -> Verify -> Close,Performance,Submit Enterprise OracleApps Budgeting,User has OracleApps access and Enterprise data exists,"1. Open Budgeting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00033,OracleApps,epm,Budgeting,Retail,Create -> Approve -> Post -> Report,Accessibility,Update Retail OracleApps Budgeting,User has OracleApps access and Retail data exists,"1. Open Budgeting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00034,OracleApps,epm,Budgeting,Retail,Submit -> Validate -> Approve -> Complete,Regression,Edit Retail OracleApps Budgeting,User has OracleApps access and Retail data exists,"1. Open Budgeting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00035,OracleApps,epm,Budgeting,Retail,Draft -> Review -> Publish -> Archive,Integration,Clone Retail OracleApps Budgeting,User has OracleApps access and Retail data exists,"1. Open Budgeting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00036,OracleApps,epm,Budgeting,Retail,Configure -> Execute -> Verify -> Close,Integration,Restore Retail OracleApps Budgeting,User has OracleApps access and Retail data exists,"1. Open Budgeting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00037,OracleApps,epm,Budgeting,Manufacturing,Create -> Approve -> Post -> Report,Accessibility,Archive Manufacturing OracleApps Budgeting,User has OracleApps access and Manufacturing data exists,"1. Open Budgeting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00038,OracleApps,epm,Budgeting,Manufacturing,Submit -> Validate -> Approve -> Complete,Security,Submit Manufacturing OracleApps Budgeting,User has OracleApps access and Manufacturing data exists,"1. Open Budgeting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00039,OracleApps,epm,Budgeting,Manufacturing,Draft -> Review -> Publish -> Archive,Regression,Submit Manufacturing OracleApps Budgeting,User has OracleApps access and Manufacturing data exists,"1. Open Budgeting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00040,OracleApps,epm,Budgeting,Manufacturing,Configure -> Execute -> Verify -> Close,Security,Validate Manufacturing OracleApps Budgeting,User has OracleApps access and Manufacturing data exists,"1. Open Budgeting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00041,OracleApps,epm,Budgeting,Healthcare,Create -> Approve -> Post -> Report,Workflow,Reject Healthcare OracleApps Budgeting,User has OracleApps access and Healthcare data exists,"1. Open Budgeting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00042,OracleApps,epm,Budgeting,Healthcare,Submit -> Validate -> Approve -> Complete,Regression,Edit Healthcare OracleApps Budgeting,User has OracleApps access and Healthcare data exists,"1. Open Budgeting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00043,OracleApps,epm,Budgeting,Healthcare,Draft -> Review -> Publish -> Archive,Workflow,Route Healthcare OracleApps Budgeting,User has OracleApps access and Healthcare data exists,"1. Open Budgeting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00044,OracleApps,epm,Budgeting,Healthcare,Configure -> Execute -> Verify -> Close,Regression,Clone Healthcare OracleApps Budgeting,User has OracleApps access and Healthcare data exists,"1. Open Budgeting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00045,OracleApps,epm,Budgeting,Public Sector,Create -> Approve -> Post -> Report,Integration,Update Public Sector OracleApps Budgeting,User has OracleApps access and Public Sector data exists,"1. Open Budgeting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00046,OracleApps,epm,Budgeting,Public Sector,Submit -> Validate -> Approve -> Complete,Accessibility,Escalate Public Sector OracleApps Budgeting,User has OracleApps access and Public Sector data exists,"1. Open Budgeting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00047,OracleApps,epm,Budgeting,Public Sector,Draft -> Review -> Publish -> Archive,Security,Route Public Sector OracleApps Budgeting,User has OracleApps access and Public Sector data exists,"1. Open Budgeting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00048,OracleApps,epm,Budgeting,Public Sector,Configure -> Execute -> Verify -> Close,UI,Search Public Sector OracleApps Budgeting,User has OracleApps access and Public Sector data exists,"1. Open Budgeting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00049,OracleApps,epm,Budgeting,Technology,Create -> Approve -> Post -> Report,Regression,Update Technology OracleApps Budgeting,User has OracleApps access and Technology data exists,"1. Open Budgeting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00050,OracleApps,epm,Budgeting,Technology,Submit -> Validate -> Approve -> Complete,Integration,Edit Technology OracleApps Budgeting,User has OracleApps access and Technology data exists,"1. Open Budgeting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00051,OracleApps,epm,Budgeting,Technology,Draft -> Review -> Publish -> Archive,Regression,Edit Technology OracleApps Budgeting,User has OracleApps access and Technology data exists,"1. Open Budgeting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00052,OracleApps,epm,Budgeting,Technology,Configure -> Execute -> Verify -> Close,Workflow,Delete Technology OracleApps Budgeting,User has OracleApps access and Technology data exists,"1. Open Budgeting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00053,OracleApps,epm,Budgeting,Education,Create -> Approve -> Post -> Report,Security,Route Education OracleApps Budgeting,User has OracleApps access and Education data exists,"1. Open Budgeting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00054,OracleApps,epm,Budgeting,Education,Submit -> Validate -> Approve -> Complete,Workflow,Approve Education OracleApps Budgeting,User has OracleApps access and Education data exists,"1. Open Budgeting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00055,OracleApps,epm,Budgeting,Education,Draft -> Review -> Publish -> Archive,Security,Route Education OracleApps Budgeting,User has OracleApps access and Education data exists,"1. Open Budgeting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00056,OracleApps,epm,Budgeting,Education,Configure -> Execute -> Verify -> Close,Regression,Submit Education OracleApps Budgeting,User has OracleApps access and Education data exists,"1. Open Budgeting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00057,OracleApps,epm,Forecasting,Enterprise,Create -> Approve -> Post -> Report,UI,Clone Enterprise OracleApps Forecasting,User has OracleApps access and Enterprise data exists,"1. Open Forecasting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00058,OracleApps,epm,Forecasting,Enterprise,Submit -> Validate -> Approve -> Complete,Functional,Route Enterprise OracleApps Forecasting,User has OracleApps access and Enterprise data exists,"1. Open Forecasting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00059,OracleApps,epm,Forecasting,Enterprise,Draft -> Review -> Publish -> Archive,Performance,Delete Enterprise OracleApps Forecasting,User has OracleApps access and Enterprise data exists,"1. Open Forecasting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00060,OracleApps,epm,Forecasting,Enterprise,Configure -> Execute -> Verify -> Close,Performance,Clone Enterprise OracleApps Forecasting,User has OracleApps access and Enterprise data exists,"1. Open Forecasting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-EPM-00061,OracleApps,epm,Forecasting,Retail,Create -> Approve -> Post -> Report,Functional,Update Retail OracleApps Forecasting,User has OracleApps access and Retail data exists,"1. Open Forecasting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
