Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
DYN-FIN-00013,Dynamics365,finance,GL,Professional Services,Create -> Approve -> Post -> Report,Performance,Archive Professional Services Dynamics365 GL,User has Dynamics365 access and Professional Services data exists,"1. Open GL.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00014,Dynamics365,finance,GL,Professional Services,Submit -> Validate -> Approve -> Complete,Accessibility,Reject Professional Services Dynamics365 GL,User has Dynamics365 access and Professional Services data exists,"1. Open GL.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00015,Dynamics365,finance,GL,Professional Services,Draft -> Review -> Publish -> Archive,Accessibility,Submit Professional Services Dynamics365 GL,User has Dynamics365 access and Professional Services data exists,"1. Open GL.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00016,Dynamics365,finance,GL,Professional Services,Configure -> Execute -> Verify -> Close,Integration,Archive Professional Services Dynamics365 GL,User has Dynamics365 access and Professional Services data exists,"1. Open GL.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00017,Dynamics365,finance,GL,Public Sector,Create -> Approve -> Post -> Report,Performance,Submit Public Sector Dynamics365 GL,User has Dynamics365 access and Public Sector data exists,"1. Open GL.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00018,Dynamics365,finance,GL,Public Sector,Submit -> Validate -> Approve -> Complete,Integration,Delete Public Sector Dynamics365 GL,User has Dynamics365 access and Public Sector data exists,"1. Open GL.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00019,Dynamics365,finance,GL,Public Sector,Draft -> Review -> Publish -> Archive,Regression,Escalate Public Sector Dynamics365 GL,User has Dynamics365 access and Public Sector data exists,"1. Open GL.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00020,Dynamics365,finance,GL,Public Sector,Configure -> Execute -> Verify -> Close,UI,Approve Public Sector Dynamics365 GL,User has Dynamics365 access and Public Sector data exists,"1. Open GL.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00021,Dynamics365,finance,GL,Finance,Create -> Approve -> Post -> Report,Accessibility,Update Finance Dynamics365 GL,User has Dynamics365 access and Finance data exists,"1. Open GL.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00022,Dynamics365,finance,GL,Finance,Submit -> Validate -> Approve -> Complete,Regression,Restore Finance Dynamics365 GL,User has Dynamics365 access and Finance data exists,"1. Open GL.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00023,Dynamics365,finance,GL,Finance,Draft -> Review -> Publish -> Archive,Accessibility,Delete Finance Dynamics365 GL,User has Dynamics365 access and Finance data exists,"1. Open GL.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00024,Dynamics365,finance,GL,Finance,Configure -> Execute -> Verify -> Close,Functional,Clone Finance Dynamics365 GL,User has Dynamics365 access and Finance data exists,"1. Open GL.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00025,Dynamics365,finance,GL,Technology,Create -> Approve -> Post -> Report,Regression,Delete Technology Dynamics365 GL,User has Dynamics365 access and Technology data exists,"1. Open GL.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00026,Dynamics365,finance,GL,Technology,Submit -> Validate -> Approve -> Complete,Performance,Submit Technology Dynamics365 GL,User has Dynamics365 access and Technology data exists,"1. Open GL.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00027,Dynamics365,finance,GL,Technology,Draft -> Review -> Publish -> Archive,Security,Edit Technology Dynamics365 GL,User has Dynamics365 access and Technology data exists,"1. Open GL.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00028,Dynamics365,finance,GL,Technology,Configure -> Execute -> Verify -> Close,Accessibility,Route Technology Dynamics365 GL,User has Dynamics365 access and Technology data exists,"1. Open GL.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00029,Dynamics365,finance,AR,Retail,Create -> Approve -> Post -> Report,Functional,Reject Retail Dynamics365 AR,User has Dynamics365 access and Retail data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00030,Dynamics365,finance,AR,Retail,Submit -> Validate -> Approve -> Complete,Accessibility,Reject Retail Dynamics365 AR,User has Dynamics365 access and Retail data exists,"1. Open AR.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00031,Dynamics365,finance,AR,Retail,Draft -> Review -> Publish -> Archive,Integration,Route Retail Dynamics365 AR,User has Dynamics365 access and Retail data exists,"1. Open AR.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00032,Dynamics365,finance,AR,Retail,Configure -> Execute -> Verify -> Close,UI,Submit Retail Dynamics365 AR,User has Dynamics365 access and Retail data exists,"1. Open AR.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00033,Dynamics365,finance,AR,Manufacturing,Create -> Approve -> Post -> Report,Security,Approve Manufacturing Dynamics365 AR,User has Dynamics365 access and Manufacturing data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00034,Dynamics365,finance,AR,Manufacturing,Submit -> Validate -> Approve -> Complete,Workflow,Delete Manufacturing Dynamics365 AR,User has Dynamics365 access and Manufacturing data exists,"1. Open AR.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00035,Dynamics365,finance,AR,Manufacturing,Draft -> Review -> Publish -> Archive,Integration,Search Manufacturing Dynamics365 AR,User has Dynamics365 access and Manufacturing data exists,"1. Open AR.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00036,Dynamics365,finance,AR,Manufacturing,Configure -> Execute -> Verify -> Close,Functional,Clone Manufacturing Dynamics365 AR,User has Dynamics365 access and Manufacturing data exists,"1. Open AR.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00037,Dynamics365,finance,AR,Healthcare,Create -> Approve -> Post -> Report,Regression,Escalate Healthcare Dynamics365 AR,User has Dynamics365 access and Healthcare data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00038,Dynamics365,finance,AR,Healthcare,Submit -> Validate -> Approve -> Complete,UI,Create Healthcare Dynamics365 AR,User has Dynamics365 access and Healthcare data exists,"1. Open AR.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00039,Dynamics365,finance,AR,Healthcare,Draft -> Review -> Publish -> Archive,Performance,Delete Healthcare Dynamics365 AR,User has Dynamics365 access and Healthcare data exists,"1. Open AR.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00040,Dynamics365,finance,AR,Healthcare,Configure -> Execute -> Verify -> Close,UI,Update Healthcare Dynamics365 AR,User has Dynamics365 access and Healthcare data exists,"1. Open AR.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00041,Dynamics365,finance,AR,Professional Services,Create -> Approve -> Post -> Report,Regression,Archive Professional Services Dynamics365 AR,User has Dynamics365 access and Professional Services data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00042,Dynamics365,finance,AR,Professional Services,Submit -> Validate -> Approve -> Complete,Regression,Validate Professional Services Dynamics365 AR,User has Dynamics365 access and Professional Services data exists,"1. Open AR.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00043,Dynamics365,finance,AR,Professional Services,Draft -> Review -> Publish -> Archive,Accessibility,Create Professional Services Dynamics365 AR,User has Dynamics365 access and Professional Services data exists,"1. Open AR.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00044,Dynamics365,finance,AR,Professional Services,Configure -> Execute -> Verify -> Close,Security,Approve Professional Services Dynamics365 AR,User has Dynamics365 access and Professional Services data exists,"1. Open AR.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00045,Dynamics365,finance,AR,Public Sector,Create -> Approve -> Post -> Report,Functional,Create Public Sector Dynamics365 AR,User has Dynamics365 access and Public Sector data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00046,Dynamics365,finance,AR,Public Sector,Submit -> Validate -> Approve -> Complete,Performance,Reject Public Sector Dynamics365 AR,User has Dynamics365 access and Public Sector data exists,"1. Open AR.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00047,Dynamics365,finance,AR,Public Sector,Draft -> Review -> Publish -> Archive,Accessibility,Update Public Sector Dynamics365 AR,User has Dynamics365 access and Public Sector data exists,"1. Open AR.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00048,Dynamics365,finance,AR,Public Sector,Configure -> Execute -> Verify -> Close,Integration,Submit Public Sector Dynamics365 AR,User has Dynamics365 access and Public Sector data exists,"1. Open AR.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00049,Dynamics365,finance,AR,Finance,Create -> Approve -> Post -> Report,Workflow,Validate Finance Dynamics365 AR,User has Dynamics365 access and Finance data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00050,Dynamics365,finance,AR,Finance,Submit -> Validate -> Approve -> Complete,Regression,Submit Finance Dynamics365 AR,User has Dynamics365 access and Finance data exists,"1. Open AR.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00051,Dynamics365,finance,AR,Finance,Draft -> Review -> Publish -> Archive,Functional,Approve Finance Dynamics365 AR,User has Dynamics365 access and Finance data exists,"1. Open AR.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00052,Dynamics365,finance,AR,Finance,Configure -> Execute -> Verify -> Close,Security,Validate Finance Dynamics365 AR,User has Dynamics365 access and Finance data exists,"1. Open AR.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00053,Dynamics365,finance,AR,Technology,Create -> Approve -> Post -> Report,UI,Reject Technology Dynamics365 AR,User has Dynamics365 access and Technology data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00054,Dynamics365,finance,AR,Technology,Submit -> Validate -> Approve -> Complete,Integration,Submit Technology Dynamics365 AR,User has Dynamics365 access and Technology data exists,"1. Open AR.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00055,Dynamics365,finance,AR,Technology,Draft -> Review -> Publish -> Archive,Integration,Clone Technology Dynamics365 AR,User has Dynamics365 access and Technology data exists,"1. Open AR.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00056,Dynamics365,finance,AR,Technology,Configure -> Execute -> Verify -> Close,Security,Edit Technology Dynamics365 AR,User has Dynamics365 access and Technology data exists,"1. Open AR.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00057,Dynamics365,finance,AP,Retail,Create -> Approve -> Post -> Report,Functional,Reject Retail Dynamics365 AP,User has Dynamics365 access and Retail data exists,"1. Open AP.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00058,Dynamics365,finance,AP,Retail,Submit -> Validate -> Approve -> Complete,Regression,Create Retail Dynamics365 AP,User has Dynamics365 access and Retail data exists,"1. Open AP.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00059,Dynamics365,finance,AP,Retail,Draft -> Review -> Publish -> Archive,Accessibility,Restore Retail Dynamics365 AP,User has Dynamics365 access and Retail data exists,"1. Open AP.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00060,Dynamics365,finance,AP,Retail,Configure -> Execute -> Verify -> Close,Security,Delete Retail Dynamics365 AP,User has Dynamics365 access and Retail data exists,"1. Open AP.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-FIN-00061,Dynamics365,finance,AP,Manufacturing,Create -> Approve -> Post -> Report,Security,Reject Manufacturing Dynamics365 AP,User has Dynamics365 access and Manufacturing data exists,"1. Open AP.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
