Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-INT-00012,Workday,INTEGRATIONS,EIB,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Export Retail Workday EIB,Workday access is provisioned and Retail test data exists,"1. Open Workday EIB.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00013,Workday,INTEGRATIONS,EIB,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Accessibility,Update Retail Workday EIB,Workday access is provisioned and Retail test data exists,"1. Open Workday EIB.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00014,Workday,INTEGRATIONS,EIB,Retail,Budget -> Expense -> Journal -> Dashboard,Mobile,Update Retail Workday EIB,Workday access is provisioned and Retail test data exists,"1. Open Workday EIB.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00015,Workday,INTEGRATIONS,EIB,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Accessibility,Review Healthcare Workday EIB,Workday access is provisioned and Healthcare test data exists,"1. Open Workday EIB.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00016,Workday,INTEGRATIONS,EIB,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Route Healthcare Workday EIB,Workday access is provisioned and Healthcare test data exists,"1. Open Workday EIB.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00017,Workday,INTEGRATIONS,EIB,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Validate Healthcare Workday EIB,Workday access is provisioned and Healthcare test data exists,"1. Open Workday EIB.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00018,Workday,INTEGRATIONS,EIB,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Data Migration,Import Healthcare Workday EIB,Workday access is provisioned and Healthcare test data exists,"1. Open Workday EIB.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00019,Workday,INTEGRATIONS,EIB,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Create Healthcare Workday EIB,Workday access is provisioned and Healthcare test data exists,"1. Open Workday EIB.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00020,Workday,INTEGRATIONS,EIB,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Functional,Export Healthcare Workday EIB,Workday access is provisioned and Healthcare test data exists,"1. Open Workday EIB.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00021,Workday,INTEGRATIONS,EIB,Healthcare,Budget -> Expense -> Journal -> Dashboard,Security,Create Healthcare Workday EIB,Workday access is provisioned and Healthcare test data exists,"1. Open Workday EIB.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00022,Workday,INTEGRATIONS,EIB,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,UI,Import Manufacturing Workday EIB,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday EIB.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00023,Workday,INTEGRATIONS,EIB,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Update Manufacturing Workday EIB,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday EIB.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00024,Workday,INTEGRATIONS,EIB,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Sync Manufacturing Workday EIB,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday EIB.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00025,Workday,INTEGRATIONS,EIB,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Reject Manufacturing Workday EIB,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday EIB.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00026,Workday,INTEGRATIONS,EIB,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Data Migration,Sync Manufacturing Workday EIB,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday EIB.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00027,Workday,INTEGRATIONS,EIB,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Edit Manufacturing Workday EIB,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday EIB.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00028,Workday,INTEGRATIONS,EIB,Manufacturing,Budget -> Expense -> Journal -> Dashboard,UI,Validate Manufacturing Workday EIB,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday EIB.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00029,Workday,INTEGRATIONS,EIB,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Security,Edit Education Workday EIB,Workday access is provisioned and Education test data exists,"1. Open Workday EIB.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00030,Workday,INTEGRATIONS,EIB,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Submit Education Workday EIB,Workday access is provisioned and Education test data exists,"1. Open Workday EIB.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00031,Workday,INTEGRATIONS,EIB,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Reject Education Workday EIB,Workday access is provisioned and Education test data exists,"1. Open Workday EIB.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00032,Workday,INTEGRATIONS,EIB,Education,Supplier Invoice -> Matching -> Approval -> Payment,Security,Validate Education Workday EIB,Workday access is provisioned and Education test data exists,"1. Open Workday EIB.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00033,Workday,INTEGRATIONS,EIB,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Functional,Export Education Workday EIB,Workday access is provisioned and Education test data exists,"1. Open Workday EIB.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00034,Workday,INTEGRATIONS,EIB,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Validate Education Workday EIB,Workday access is provisioned and Education test data exists,"1. Open Workday EIB.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00035,Workday,INTEGRATIONS,EIB,Education,Budget -> Expense -> Journal -> Dashboard,Functional,Sync Education Workday EIB,Workday access is provisioned and Education test data exists,"1. Open Workday EIB.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00036,Workday,INTEGRATIONS,EIB,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Accessibility,Review Nonprofit Workday EIB,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday EIB.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00037,Workday,INTEGRATIONS,EIB,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Sync Nonprofit Workday EIB,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday EIB.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00038,Workday,INTEGRATIONS,EIB,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Close Nonprofit Workday EIB,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday EIB.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00039,Workday,INTEGRATIONS,EIB,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Regression,Validate Nonprofit Workday EIB,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday EIB.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00040,Workday,INTEGRATIONS,EIB,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Accessibility,Reject Nonprofit Workday EIB,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday EIB.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00041,Workday,INTEGRATIONS,EIB,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,UI,Edit Nonprofit Workday EIB,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday EIB.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00042,Workday,INTEGRATIONS,EIB,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Functional,Route Nonprofit Workday EIB,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday EIB.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00043,Workday,INTEGRATIONS,EIB,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Route Financial Services Workday EIB,Workday access is provisioned and Financial Services test data exists,"1. Open Workday EIB.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00044,Workday,INTEGRATIONS,EIB,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Reject Financial Services Workday EIB,Workday access is provisioned and Financial Services test data exists,"1. Open Workday EIB.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00045,Workday,INTEGRATIONS,EIB,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Approve Financial Services Workday EIB,Workday access is provisioned and Financial Services test data exists,"1. Open Workday EIB.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00046,Workday,INTEGRATIONS,EIB,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,Regression,Approve Financial Services Workday EIB,Workday access is provisioned and Financial Services test data exists,"1. Open Workday EIB.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00047,Workday,INTEGRATIONS,EIB,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Import Financial Services Workday EIB,Workday access is provisioned and Financial Services test data exists,"1. Open Workday EIB.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00048,Workday,INTEGRATIONS,EIB,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Close Financial Services Workday EIB,Workday access is provisioned and Financial Services test data exists,"1. Open Workday EIB.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00049,Workday,INTEGRATIONS,EIB,Financial Services,Budget -> Expense -> Journal -> Dashboard,Accessibility,Validate Financial Services Workday EIB,Workday access is provisioned and Financial Services test data exists,"1. Open Workday EIB.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00050,Workday,INTEGRATIONS,EIB,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Sync Technology Workday EIB,Workday access is provisioned and Technology test data exists,"1. Open Workday EIB.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00051,Workday,INTEGRATIONS,EIB,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Accessibility,Close Technology Workday EIB,Workday access is provisioned and Technology test data exists,"1. Open Workday EIB.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00052,Workday,INTEGRATIONS,EIB,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Validate Technology Workday EIB,Workday access is provisioned and Technology test data exists,"1. Open Workday EIB.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00053,Workday,INTEGRATIONS,EIB,Technology,Supplier Invoice -> Matching -> Approval -> Payment,Mobile,Validate Technology Workday EIB,Workday access is provisioned and Technology test data exists,"1. Open Workday EIB.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00054,Workday,INTEGRATIONS,EIB,Technology,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Reject Technology Workday EIB,Workday access is provisioned and Technology test data exists,"1. Open Workday EIB.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00055,Workday,INTEGRATIONS,EIB,Technology,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Route Technology Workday EIB,Workday access is provisioned and Technology test data exists,"1. Open Workday EIB.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
