Test Case ID,Suite,Function,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SAP-SCM-00011,SAP Ph-II,SCM,Demand Planning,Pharma,Create -> Approve -> Post -> Report,Regression,Archive Pharma SAP Demand Planning,SAP access provisioned and Pharma test data exists,"1. Open Demand Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00012,SAP Ph-II,SCM,Demand Planning,Pharma,Plan -> Execute -> Verify -> Close,Performance,Route Pharma SAP Demand Planning,SAP access provisioned and Pharma test data exists,"1. Open Demand Planning.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00013,SAP Ph-II,SCM,Demand Planning,Pharma,Request -> Process -> Approve -> Complete,Regression,Search Pharma SAP Demand Planning,SAP access provisioned and Pharma test data exists,"1. Open Demand Planning.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00014,SAP Ph-II,SCM,Demand Planning,Pharma,Master Data -> Transaction -> Settlement -> Analytics,Regression,Submit Pharma SAP Demand Planning,SAP access provisioned and Pharma test data exists,"1. Open Demand Planning.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00015,SAP Ph-II,SCM,Demand Planning,Pharma,Order -> Delivery -> Billing -> Accounting,Regression,Route Pharma SAP Demand Planning,SAP access provisioned and Pharma test data exists,"1. Open Demand Planning.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00016,SAP Ph-II,SCM,Demand Planning,Automotive,Create -> Approve -> Post -> Report,Workflow,Archive Automotive SAP Demand Planning,SAP access provisioned and Automotive test data exists,"1. Open Demand Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00017,SAP Ph-II,SCM,Demand Planning,Automotive,Plan -> Execute -> Verify -> Close,Security,Validate Automotive SAP Demand Planning,SAP access provisioned and Automotive test data exists,"1. Open Demand Planning.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00018,SAP Ph-II,SCM,Demand Planning,Automotive,Request -> Process -> Approve -> Complete,Regression,Create Automotive SAP Demand Planning,SAP access provisioned and Automotive test data exists,"1. Open Demand Planning.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00019,SAP Ph-II,SCM,Demand Planning,Automotive,Master Data -> Transaction -> Settlement -> Analytics,Workflow,Archive Automotive SAP Demand Planning,SAP access provisioned and Automotive test data exists,"1. Open Demand Planning.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00020,SAP Ph-II,SCM,Demand Planning,Automotive,Order -> Delivery -> Billing -> Accounting,Functional,Reject Automotive SAP Demand Planning,SAP access provisioned and Automotive test data exists,"1. Open Demand Planning.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00021,SAP Ph-II,SCM,Demand Planning,Banking,Create -> Approve -> Post -> Report,Performance,Archive Banking SAP Demand Planning,SAP access provisioned and Banking test data exists,"1. Open Demand Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00022,SAP Ph-II,SCM,Demand Planning,Banking,Plan -> Execute -> Verify -> Close,Integration,Create Banking SAP Demand Planning,SAP access provisioned and Banking test data exists,"1. Open Demand Planning.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00023,SAP Ph-II,SCM,Demand Planning,Banking,Request -> Process -> Approve -> Complete,Security,Route Banking SAP Demand Planning,SAP access provisioned and Banking test data exists,"1. Open Demand Planning.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00024,SAP Ph-II,SCM,Demand Planning,Banking,Master Data -> Transaction -> Settlement -> Analytics,Security,Edit Banking SAP Demand Planning,SAP access provisioned and Banking test data exists,"1. Open Demand Planning.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00025,SAP Ph-II,SCM,Demand Planning,Banking,Order -> Delivery -> Billing -> Accounting,Performance,Clone Banking SAP Demand Planning,SAP access provisioned and Banking test data exists,"1. Open Demand Planning.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00026,SAP Ph-II,SCM,Demand Planning,Utilities,Create -> Approve -> Post -> Report,Regression,Update Utilities SAP Demand Planning,SAP access provisioned and Utilities test data exists,"1. Open Demand Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00027,SAP Ph-II,SCM,Demand Planning,Utilities,Plan -> Execute -> Verify -> Close,Performance,Reject Utilities SAP Demand Planning,SAP access provisioned and Utilities test data exists,"1. Open Demand Planning.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00028,SAP Ph-II,SCM,Demand Planning,Utilities,Request -> Process -> Approve -> Complete,UI,Archive Utilities SAP Demand Planning,SAP access provisioned and Utilities test data exists,"1. Open Demand Planning.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00029,SAP Ph-II,SCM,Demand Planning,Utilities,Master Data -> Transaction -> Settlement -> Analytics,UI,Approve Utilities SAP Demand Planning,SAP access provisioned and Utilities test data exists,"1. Open Demand Planning.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00030,SAP Ph-II,SCM,Demand Planning,Utilities,Order -> Delivery -> Billing -> Accounting,Integration,Submit Utilities SAP Demand Planning,SAP access provisioned and Utilities test data exists,"1. Open Demand Planning.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00031,SAP Ph-II,SCM,Demand Planning,CPG,Create -> Approve -> Post -> Report,Functional,Archive CPG SAP Demand Planning,SAP access provisioned and CPG test data exists,"1. Open Demand Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00032,SAP Ph-II,SCM,Demand Planning,CPG,Plan -> Execute -> Verify -> Close,Security,Route CPG SAP Demand Planning,SAP access provisioned and CPG test data exists,"1. Open Demand Planning.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00033,SAP Ph-II,SCM,Demand Planning,CPG,Request -> Process -> Approve -> Complete,Functional,Search CPG SAP Demand Planning,SAP access provisioned and CPG test data exists,"1. Open Demand Planning.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00034,SAP Ph-II,SCM,Demand Planning,CPG,Master Data -> Transaction -> Settlement -> Analytics,Workflow,Search CPG SAP Demand Planning,SAP access provisioned and CPG test data exists,"1. Open Demand Planning.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00035,SAP Ph-II,SCM,Demand Planning,CPG,Order -> Delivery -> Billing -> Accounting,UI,Reject CPG SAP Demand Planning,SAP access provisioned and CPG test data exists,"1. Open Demand Planning.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00036,SAP Ph-II,SCM,Demand Planning,Public Sector,Create -> Approve -> Post -> Report,Security,Search Public Sector SAP Demand Planning,SAP access provisioned and Public Sector test data exists,"1. Open Demand Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00037,SAP Ph-II,SCM,Demand Planning,Public Sector,Plan -> Execute -> Verify -> Close,Security,Restore Public Sector SAP Demand Planning,SAP access provisioned and Public Sector test data exists,"1. Open Demand Planning.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00038,SAP Ph-II,SCM,Demand Planning,Public Sector,Request -> Process -> Approve -> Complete,Workflow,Submit Public Sector SAP Demand Planning,SAP access provisioned and Public Sector test data exists,"1. Open Demand Planning.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00039,SAP Ph-II,SCM,Demand Planning,Public Sector,Master Data -> Transaction -> Settlement -> Analytics,Workflow,Clone Public Sector SAP Demand Planning,SAP access provisioned and Public Sector test data exists,"1. Open Demand Planning.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00040,SAP Ph-II,SCM,Demand Planning,Public Sector,Order -> Delivery -> Billing -> Accounting,Functional,Delete Public Sector SAP Demand Planning,SAP access provisioned and Public Sector test data exists,"1. Open Demand Planning.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00041,SAP Ph-II,SCM,Supply Planning,Manufacturing,Create -> Approve -> Post -> Report,Regression,Edit Manufacturing SAP Supply Planning,SAP access provisioned and Manufacturing test data exists,"1. Open Supply Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00042,SAP Ph-II,SCM,Supply Planning,Manufacturing,Plan -> Execute -> Verify -> Close,Regression,Search Manufacturing SAP Supply Planning,SAP access provisioned and Manufacturing test data exists,"1. Open Supply Planning.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00043,SAP Ph-II,SCM,Supply Planning,Manufacturing,Request -> Process -> Approve -> Complete,Functional,Delete Manufacturing SAP Supply Planning,SAP access provisioned and Manufacturing test data exists,"1. Open Supply Planning.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00044,SAP Ph-II,SCM,Supply Planning,Manufacturing,Master Data -> Transaction -> Settlement -> Analytics,Workflow,Clone Manufacturing SAP Supply Planning,SAP access provisioned and Manufacturing test data exists,"1. Open Supply Planning.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00045,SAP Ph-II,SCM,Supply Planning,Manufacturing,Order -> Delivery -> Billing -> Accounting,Performance,Escalate Manufacturing SAP Supply Planning,SAP access provisioned and Manufacturing test data exists,"1. Open Supply Planning.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00046,SAP Ph-II,SCM,Supply Planning,Retail,Create -> Approve -> Post -> Report,Security,Approve Retail SAP Supply Planning,SAP access provisioned and Retail test data exists,"1. Open Supply Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00047,SAP Ph-II,SCM,Supply Planning,Retail,Plan -> Execute -> Verify -> Close,UI,Escalate Retail SAP Supply Planning,SAP access provisioned and Retail test data exists,"1. Open Supply Planning.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00048,SAP Ph-II,SCM,Supply Planning,Retail,Request -> Process -> Approve -> Complete,Security,Approve Retail SAP Supply Planning,SAP access provisioned and Retail test data exists,"1. Open Supply Planning.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00049,SAP Ph-II,SCM,Supply Planning,Retail,Master Data -> Transaction -> Settlement -> Analytics,Performance,Route Retail SAP Supply Planning,SAP access provisioned and Retail test data exists,"1. Open Supply Planning.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00050,SAP Ph-II,SCM,Supply Planning,Retail,Order -> Delivery -> Billing -> Accounting,Workflow,Validate Retail SAP Supply Planning,SAP access provisioned and Retail test data exists,"1. Open Supply Planning.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00051,SAP Ph-II,SCM,Supply Planning,Pharma,Create -> Approve -> Post -> Report,Workflow,Create Pharma SAP Supply Planning,SAP access provisioned and Pharma test data exists,"1. Open Supply Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00052,SAP Ph-II,SCM,Supply Planning,Pharma,Plan -> Execute -> Verify -> Close,Integration,Archive Pharma SAP Supply Planning,SAP access provisioned and Pharma test data exists,"1. Open Supply Planning.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00053,SAP Ph-II,SCM,Supply Planning,Pharma,Request -> Process -> Approve -> Complete,Integration,Clone Pharma SAP Supply Planning,SAP access provisioned and Pharma test data exists,"1. Open Supply Planning.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00054,SAP Ph-II,SCM,Supply Planning,Pharma,Master Data -> Transaction -> Settlement -> Analytics,Security,Create Pharma SAP Supply Planning,SAP access provisioned and Pharma test data exists,"1. Open Supply Planning.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SCM-00055,SAP Ph-II,SCM,Supply Planning,Pharma,Order -> Delivery -> Billing -> Accounting,Integration,Submit Pharma SAP Supply Planning,SAP access provisioned and Pharma test data exists,"1. Open Supply Planning.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
