Test Case ID,Suite,Function,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SAP-FI-00013,SAP Ph-II,FI,GL,Pharma,Request -> Process -> Approve -> Complete,Workflow,Search Pharma SAP GL,SAP access provisioned and Pharma test data exists,"1. Open GL.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00014,SAP Ph-II,FI,GL,Pharma,Master Data -> Transaction -> Settlement -> Analytics,Regression,Delete Pharma SAP GL,SAP access provisioned and Pharma test data exists,"1. Open GL.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00015,SAP Ph-II,FI,GL,Pharma,Order -> Delivery -> Billing -> Accounting,UI,Update Pharma SAP GL,SAP access provisioned and Pharma test data exists,"1. Open GL.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00016,SAP Ph-II,FI,GL,Automotive,Create -> Approve -> Post -> Report,UI,Clone Automotive SAP GL,SAP access provisioned and Automotive test data exists,"1. Open GL.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00017,SAP Ph-II,FI,GL,Automotive,Plan -> Execute -> Verify -> Close,Regression,Restore Automotive SAP GL,SAP access provisioned and Automotive test data exists,"1. Open GL.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00018,SAP Ph-II,FI,GL,Automotive,Request -> Process -> Approve -> Complete,Security,Delete Automotive SAP GL,SAP access provisioned and Automotive test data exists,"1. Open GL.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00019,SAP Ph-II,FI,GL,Automotive,Master Data -> Transaction -> Settlement -> Analytics,Performance,Archive Automotive SAP GL,SAP access provisioned and Automotive test data exists,"1. Open GL.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00020,SAP Ph-II,FI,GL,Automotive,Order -> Delivery -> Billing -> Accounting,Regression,Submit Automotive SAP GL,SAP access provisioned and Automotive test data exists,"1. Open GL.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00021,SAP Ph-II,FI,GL,Banking,Create -> Approve -> Post -> Report,Integration,Clone Banking SAP GL,SAP access provisioned and Banking test data exists,"1. Open GL.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00022,SAP Ph-II,FI,GL,Banking,Plan -> Execute -> Verify -> Close,Regression,Restore Banking SAP GL,SAP access provisioned and Banking test data exists,"1. Open GL.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00023,SAP Ph-II,FI,GL,Banking,Request -> Process -> Approve -> Complete,Functional,Route Banking SAP GL,SAP access provisioned and Banking test data exists,"1. Open GL.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00024,SAP Ph-II,FI,GL,Banking,Master Data -> Transaction -> Settlement -> Analytics,Performance,Route Banking SAP GL,SAP access provisioned and Banking test data exists,"1. Open GL.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00025,SAP Ph-II,FI,GL,Banking,Order -> Delivery -> Billing -> Accounting,Workflow,Search Banking SAP GL,SAP access provisioned and Banking test data exists,"1. Open GL.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00026,SAP Ph-II,FI,GL,Utilities,Create -> Approve -> Post -> Report,Integration,Edit Utilities SAP GL,SAP access provisioned and Utilities test data exists,"1. Open GL.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00027,SAP Ph-II,FI,GL,Utilities,Plan -> Execute -> Verify -> Close,UI,Reject Utilities SAP GL,SAP access provisioned and Utilities test data exists,"1. Open GL.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00028,SAP Ph-II,FI,GL,Utilities,Request -> Process -> Approve -> Complete,Performance,Update Utilities SAP GL,SAP access provisioned and Utilities test data exists,"1. Open GL.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00029,SAP Ph-II,FI,GL,Utilities,Master Data -> Transaction -> Settlement -> Analytics,UI,Clone Utilities SAP GL,SAP access provisioned and Utilities test data exists,"1. Open GL.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00030,SAP Ph-II,FI,GL,Utilities,Order -> Delivery -> Billing -> Accounting,Performance,Update Utilities SAP GL,SAP access provisioned and Utilities test data exists,"1. Open GL.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00031,SAP Ph-II,FI,GL,CPG,Create -> Approve -> Post -> Report,Workflow,Validate CPG SAP GL,SAP access provisioned and CPG test data exists,"1. Open GL.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00032,SAP Ph-II,FI,GL,CPG,Plan -> Execute -> Verify -> Close,Integration,Route CPG SAP GL,SAP access provisioned and CPG test data exists,"1. Open GL.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00033,SAP Ph-II,FI,GL,CPG,Request -> Process -> Approve -> Complete,Regression,Reject CPG SAP GL,SAP access provisioned and CPG test data exists,"1. Open GL.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00034,SAP Ph-II,FI,GL,CPG,Master Data -> Transaction -> Settlement -> Analytics,Performance,Escalate CPG SAP GL,SAP access provisioned and CPG test data exists,"1. Open GL.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00035,SAP Ph-II,FI,GL,CPG,Order -> Delivery -> Billing -> Accounting,Workflow,Approve CPG SAP GL,SAP access provisioned and CPG test data exists,"1. Open GL.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00036,SAP Ph-II,FI,GL,Public Sector,Create -> Approve -> Post -> Report,Performance,Archive Public Sector SAP GL,SAP access provisioned and Public Sector test data exists,"1. Open GL.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00037,SAP Ph-II,FI,GL,Public Sector,Plan -> Execute -> Verify -> Close,Security,Search Public Sector SAP GL,SAP access provisioned and Public Sector test data exists,"1. Open GL.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00038,SAP Ph-II,FI,GL,Public Sector,Request -> Process -> Approve -> Complete,Functional,Submit Public Sector SAP GL,SAP access provisioned and Public Sector test data exists,"1. Open GL.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00039,SAP Ph-II,FI,GL,Public Sector,Master Data -> Transaction -> Settlement -> Analytics,Workflow,Validate Public Sector SAP GL,SAP access provisioned and Public Sector test data exists,"1. Open GL.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00040,SAP Ph-II,FI,GL,Public Sector,Order -> Delivery -> Billing -> Accounting,Regression,Edit Public Sector SAP GL,SAP access provisioned and Public Sector test data exists,"1. Open GL.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00041,SAP Ph-II,FI,AR,Manufacturing,Create -> Approve -> Post -> Report,Performance,Submit Manufacturing SAP AR,SAP access provisioned and Manufacturing test data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00042,SAP Ph-II,FI,AR,Manufacturing,Plan -> Execute -> Verify -> Close,Security,Search Manufacturing SAP AR,SAP access provisioned and Manufacturing test data exists,"1. Open AR.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00043,SAP Ph-II,FI,AR,Manufacturing,Request -> Process -> Approve -> Complete,Workflow,Delete Manufacturing SAP AR,SAP access provisioned and Manufacturing test data exists,"1. Open AR.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00044,SAP Ph-II,FI,AR,Manufacturing,Master Data -> Transaction -> Settlement -> Analytics,Integration,Escalate Manufacturing SAP AR,SAP access provisioned and Manufacturing test data exists,"1. Open AR.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00045,SAP Ph-II,FI,AR,Manufacturing,Order -> Delivery -> Billing -> Accounting,Security,Approve Manufacturing SAP AR,SAP access provisioned and Manufacturing test data exists,"1. Open AR.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00046,SAP Ph-II,FI,AR,Retail,Create -> Approve -> Post -> Report,Security,Delete Retail SAP AR,SAP access provisioned and Retail test data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00047,SAP Ph-II,FI,AR,Retail,Plan -> Execute -> Verify -> Close,Regression,Escalate Retail SAP AR,SAP access provisioned and Retail test data exists,"1. Open AR.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00048,SAP Ph-II,FI,AR,Retail,Request -> Process -> Approve -> Complete,UI,Archive Retail SAP AR,SAP access provisioned and Retail test data exists,"1. Open AR.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00049,SAP Ph-II,FI,AR,Retail,Master Data -> Transaction -> Settlement -> Analytics,Integration,Clone Retail SAP AR,SAP access provisioned and Retail test data exists,"1. Open AR.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00050,SAP Ph-II,FI,AR,Retail,Order -> Delivery -> Billing -> Accounting,Regression,Reject Retail SAP AR,SAP access provisioned and Retail test data exists,"1. Open AR.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00051,SAP Ph-II,FI,AR,Pharma,Create -> Approve -> Post -> Report,Performance,Clone Pharma SAP AR,SAP access provisioned and Pharma test data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00052,SAP Ph-II,FI,AR,Pharma,Plan -> Execute -> Verify -> Close,Security,Edit Pharma SAP AR,SAP access provisioned and Pharma test data exists,"1. Open AR.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00053,SAP Ph-II,FI,AR,Pharma,Request -> Process -> Approve -> Complete,Workflow,Approve Pharma SAP AR,SAP access provisioned and Pharma test data exists,"1. Open AR.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00054,SAP Ph-II,FI,AR,Pharma,Master Data -> Transaction -> Settlement -> Analytics,Integration,Clone Pharma SAP AR,SAP access provisioned and Pharma test data exists,"1. Open AR.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00055,SAP Ph-II,FI,AR,Pharma,Order -> Delivery -> Billing -> Accounting,Functional,Escalate Pharma SAP AR,SAP access provisioned and Pharma test data exists,"1. Open AR.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00056,SAP Ph-II,FI,AR,Automotive,Create -> Approve -> Post -> Report,UI,Delete Automotive SAP AR,SAP access provisioned and Automotive test data exists,"1. Open AR.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00057,SAP Ph-II,FI,AR,Automotive,Plan -> Execute -> Verify -> Close,UI,Delete Automotive SAP AR,SAP access provisioned and Automotive test data exists,"1. Open AR.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-FI-00058,SAP Ph-II,FI,AR,Automotive,Request -> Process -> Approve -> Complete,Performance,Archive Automotive SAP AR,SAP access provisioned and Automotive test data exists,"1. Open AR.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
